id,elv3_window_u_value,elv3_window_shgc,elv3_window_transmittance,ext_wall_rsi,ground_floor_elevation_3_wwr,slab_on_grade_ffactor,roof_rsi,air_infiltration_rate_ventilation_on,air_infiltration_rate_ventilation_off,single_patron_door_infiltration,backdoor_rsi,roof_solar_absorptance,roof_thermal_absorptance,building_orientation,building_depth,ground_floor_height,large_store_width,small_store_width,ahu_motor_efficiency,ahu_burner_efficiency,cooling_cop,ahu_fan_speeds,ahu_fan_efficiency,ahu_fan_pressure_rise,economizer_type,exhaust_air_heat_recovery,temp_setpoint_heating_occupied,temp_setpoint_cooling_occupied,temp_setpoint_heating_setback,temp_setpoint_cooling_setback,supply_air_temp_heating,supply_air_temp_cooling,outdoor_air_flow_per_area,exterior_lighting_w,exterior_lighting_sch,ground_allowance_lpd,ground_lpd,lighting_occ_sensor,equipment_power_density,hot_water_skin_loss,water_heater_efficiency,hot_water_peak_flow,large_max_occupant_density,small_max_occupant_density
53,5.478,0.31,0.485,3.8334,0.47,2.3303,3.9603,0.33,0.000579,0.115614,0.5378,0.77,0.71,-70.6829,14.297,7.988,16.404,4.425,0.765,0.7513,3.91487,2,0.572,1200.3,3,0,20.21,21.79,0.2,3.42,38.2,12.7,0.0017371,7445.1327948989465,1,9.798,12.092,1,1.93,1.2387,0.86,1.41e-06,105,33
54,2.686,0.269,0.877,6.9029,0.47,1.5771,3.1573,0.23,0.000261,0.144897,0.3869,0.79,0.73,57.7563,94.79,6.863,11.683,7.61,0.873,0.9252,3.43042,2,0.7331,380.6,2,0,23.03,26.94,0.68,5.67,39.1,12.8,0.001494,11459.0861212364,0,5.816,7.501,0,5.165,2.4759,0.78,1.27e-06,75,28
55,6.14,0.708,0.612,1.32,0.75,2.7239,2.9591,0.23,0.000403,0.088002,0.3405,0.21,0.37,84.1584,99.992,9.216,12.939,7.178,0.867,0.9117,4.08508,1,0.6813,316.6,2,0,18.58,24.8,1.5,3.2,49.2,13.3,0.0009373,9123.650408727126,0,4.527,18.907,1,10.107,2.3177,0.97,1.67e-06,48,20
56,1.674,0.593,0.446,5.2744,0.57,1.4595,2.3856,0.49,0.000126,0.117906,0.5233,0.4,0.88,6.5678,15.813,8.956,15.894,5.679,0.705,0.7377,5.14891,1,0.6352,1254.5,3,0,23.56,24.58,1.66,4.81,36.6,17.3,0.0018198,5667.5185074900055,0,1.883,12.266,1,6.663,1.3372,0.98,1.56e-06,110,37
57,2.132,0.235,0.393,2.2856,0.36,0.8356,6.9414,0.36,0.000116,0.111942,0.3084,0.61,0.68,79.7952,36.238,7.498,10.417,4.367,0.726,0.8534,5.26942,1,0.5159,1444.5,4,2,23.46,24.76,2.44,2.37,43.4,10.2,0.0012389,10666.352785397698,1,5.671,11.456,0,13.728,1.2435,0.65,1.58e-06,120,35
58,1.699,0.54,0.611,3.5465,0.3,1.4511,5.3331,0.33,0.000637,0.142496,0.88,0.64,0.87,-81.7826,15.924,5.25,10.631,4.839,0.935,0.6998,3.96442,0,0.798,1051.2,0,2,22.76,26.97,3.95,4.37,41.8,13.0,0.0017747,3561.0830677680633,1,2.753,13.65,0,3.906,2.2388,0.69,1.13e-06,24,19
59,6.796,0.239,0.579,3.6556,0.68,1.0818,7.0633,0.45,0.000405,0.113607,0.2306,0.54,0.78,-28.4278,27.113,7.087,11.181,6.476,0.917,0.7975,3.4694,1,0.7757,1261.2,0,0,22.3,24.23,4.96,1.48,31.2,11.6,0.0009875,4165.0691125541725,0,1.72,8.066,1,10.15,1.3974,0.92,1.09e-06,78,25
60,4.42,0.31,0.734,4.8216,0.3,1.7921,8.9045,0.36,0.000661,0.088616,0.1602,0.35,0.86,-53.899,11.127,4.504,11.286,4.448,0.904,0.8717,5.32782,0,0.7998,1307.9,1,2,18.34,20.28,4.89,1.85,34.8,13.8,0.0014078,3001.878492535545,0,4.738,16.248,0,1.575,0.6089,0.95,1.49e-06,58,25
61,4.238,0.662,0.358,5.9521,0.43,1.6964,11.2638,0.47,0.000256,0.115287,0.3134,0.25,0.46,-37.9013,89.534,9.066,6.166,3.838,0.963,0.9492,4.17391,0,0.5297,721.3,0,0,19.51,20.88,3.92,5.87,32.1,16.6,0.0018179,2731.6581060021545,0,4.198,13.311,0,6.563,1.7825,0.86,1.98e-06,41,6
62,2.792,0.468,0.462,1.151,0.3,1.2069,8.5758,0.38,0.000124,0.124054,0.575,0.8,0.26,65.2915,28.288,3.986,14.991,4.609,0.97,0.8042,5.36867,2,0.5581,1249.8,2,1,21.78,25.67,2.3,5.8,48.2,13.8,0.0006151,5757.090993558424,1,3.611,6.88,0,14.084,1.3511,0.91,1.77e-06,76,12
63,3.019,0.32,0.229,0.5949,0.63,1.5522,7.8436,0.2,0.000555,0.100529,0.2247,0.73,0.26,62.2642,96.789,5.779,9.104,6.576,0.719,0.9523,5.45177,2,0.7836,1444.9,4,2,22.26,24.31,1.23,5.32,43.0,10.8,0.0010513,4838.709863483868,0,0.369,14.741,1,12.824,1.6154,0.88,1.16e-06,60,3
64,3.334,0.608,0.176,6.7001,0.5,0.9619,5.2115,0.3,0.000138,0.111487,0.8577,0.67,0.73,40.5955,50.848,8.218,13.692,6.599,0.74,0.8172,4.03252,1,0.6628,1261.5,4,0,20.53,24.46,5.79,2.3,34.5,15.1,0.0011645,3297.6397901280698,1,2.797,12.856,1,9.206,2.2177,0.94,1.02e-06,48,35
65,5.264,0.358,0.517,5.0903,0.41,2.151,10.2849,0.57,0.000189,0.109353,0.7737,0.83,0.76,-7.0346,63.682,8.336,18.395,3.116,0.727,0.6349,5.17328,1,0.7024,994.4,4,2,22.06,25.09,0.43,1.21,36.7,13.3,0.0016955,13827.98691239561,0,5.223,6.709,1,13.29,0.6402,0.86,1.16e-06,56,13
66,2.436,0.213,0.65,4.9833,0.56,2.3498,2.1928,0.37,0.000545,0.112829,0.1411,0.84,0.67,-26.6381,60.372,8.066,11.112,3.283,0.874,0.8177,5.08151,2,0.6272,1086.1,3,1,19.83,26.23,3.01,5.9,45.7,13.5,0.0017766,5810.684968204585,0,5.649,19.962,1,14.328,0.6758,0.9,1.34e-06,37,3
67,2.872,0.581,0.161,3.2305,0.49,1.9232,7.1835,0.47,0.000656,0.134151,0.6304,0.59,0.55,61.7271,25.629,3.324,8.194,7.937,0.743,0.6286,4.70745,0,0.7657,1022.6,1,1,22.38,23.32,4.2,1.63,42.2,11.1,0.0010575,10687.58409052608,0,10.461,11.612,0,8.501,1.5567,0.79,1.83e-06,121,4
68,4.88,0.391,0.394,5.2501,0.31,2.7201,3.5509,0.47,0.000377,0.105486,0.3041,0.41,0.73,65.957,80.736,3.54,14.996,6.969,0.918,0.8366,4.61048,2,0.6247,961.2,0,1,21.96,25.2,2.01,4.16,45.9,18.0,0.0013878,3698.4753003788965,0,5.006,13.626,0,11.531,1.596,0.65,1.3e-06,74,22
69,1.364,0.418,0.331,4.4944,0.27,2.3617,10.3043,0.46,0.000163,0.098726,0.5411,0.49,0.24,-55.3836,31.953,4.594,8.932,3.173,0.855,0.6103,3.611,1,0.567,750.7,1,2,19.99,20.47,1.12,5.59,33.5,11.2,0.001726,3792.297912907754,0,9.746,16.995,0,14.397,2.5935,0.9,1.62e-06,62,34
