id,elv3_window_u_value,elv3_window_shgc,elv3_window_transmittance,ext_wall_rsi,ground_floor_elevation_3_wwr,slab_on_grade_ffactor,roof_rsi,air_infiltration_rate_ventilation_on,air_infiltration_rate_ventilation_off,single_patron_door_infiltration,backdoor_rsi,roof_solar_absorptance,roof_thermal_absorptance,building_orientation,building_depth,ground_floor_height,large_store_width,small_store_width,ahu_motor_efficiency,ahu_burner_efficiency,cooling_cop,ahu_fan_speeds,ahu_fan_efficiency,ahu_fan_pressure_rise,economizer_type,exhaust_air_heat_recovery,temp_setpoint_heating_occupied,temp_setpoint_cooling_occupied,temp_setpoint_heating_setback,temp_setpoint_cooling_setback,supply_air_temp_heating,supply_air_temp_cooling,outdoor_air_flow_per_area,exterior_lighting_w,exterior_lighting_sch,ground_allowance_lpd,ground_lpd,lighting_occ_sensor,equipment_power_density,hot_water_skin_loss,water_heater_efficiency,hot_water_peak_flow,large_max_occupant_density,small_max_occupant_density
21,3.541,0.641,0.647,6.7646,0.59,2.8627,3.6034,0.34,0.000181,0.125255,0.6451,0.46,0.6,14.3684,75.178,4.893,10.18,4.105,0.606,0.9221,3.69138,2,0.7307,482.6,2,0,23.23,23.52,1.89,0.26,42.0,11.2,0.0013159,5275.219362332944,1,10.479,19.3,1,8.359,1.0558,0.76,1.99e-06,65,27
22,3.229,0.272,0.249,6.2354,0.36,2.936,2.2461,0.32,0.000615,0.10305,0.6855,0.66,0.53,-86.1658,58.54,8.876,18.691,6.815,0.897,0.6451,5.18159,2,0.6624,335.0,0,2,23.13,24.96,3.42,2.07,46.9,13.6,0.0005172,7040.596783757041,1,7.498,15.667,0,6.959,2.6447,0.71,1.59e-06,73,21
23,2.286,0.381,0.18,4.7062,0.3,1.7911,6.8506,0.38,0.000268,0.055969,0.2983,0.75,0.37,86.4954,74.511,9.986,17.839,6.749,0.611,0.9146,4.70443,1,0.5067,1222.5,3,2,23.0,23.78,3.4,0.44,46.7,11.2,0.0019307,5670.147214885091,0,4.584,8.157,0,12.824,1.8739,0.9,1.38e-06,30,40
24,4.578,0.262,0.675,4.9026,0.46,2.9841,6.2159,0.26,0.000161,0.15,0.31,0.31,0.67,-81.6676,19.845,8.422,7.589,7.027,0.882,0.6665,5.38643,2,0.6891,1244.1,1,0,23.37,23.88,0.93,5.0,34.8,15.0,0.0008608,13370.16951084904,0,11.144,7.935,0,4.293,2.7491,0.66,1.68e-06,46,39
25,3.533,0.777,0.407,4.8161,0.86,2.7006,7.0073,0.37,0.000348,0.14491,0.5272,0.8,0.73,39.9864,59.596,3.135,12.989,5.375,0.671,0.7437,4.25382,1,0.8364,438.3,0,2,24.12,25.6,2.0,1.56,45.0,10.6,0.0015425,8813.545674029816,0,3.641,19.036,0,1.978,1.4924,0.95,1.49e-06,96,9
26,2.589,0.422,0.639,2.976,0.79,2.2625,3.7024,0.49,0.000493,0.143452,0.3004,0.54,0.79,-86.351,20.032,5.685,12.336,7.867,0.975,0.6176,4.64956,0,0.5894,1263.8,0,0,20.97,25.18,4.24,3.66,30.0,12.8,0.0013749,5939.26679055999,1,1.386,14.422,1,2.949,0.7808,0.87,1.47e-06,107,7
27,6.593,0.743,0.724,6.4325,0.78,1.4455,5.2894,0.23,0.000102,0.082859,0.9483,0.56,0.83,68.8979,52.693,2.733,19.698,4.007,0.952,0.8826,5.20962,0,0.7485,956.9,2,2,22.96,26.17,4.13,2.83,34.4,17.9,0.00116,2485.886507185169,0,4.531,18.154,1,13.051,2.9545,0.85,1.95e-06,102,38
28,4.606,0.41,0.642,1.8066,0.45,2.9779,6.8474,0.42,0.000573,0.091888,0.5979,0.64,0.83,-85.9885,57.695,8.728,13.351,4.157,0.74,0.9161,4.58726,1,0.636,1496.3,1,0,19.99,22.67,3.11,5.98,40.1,14.9,0.0010939,6782.090192831772,1,9.698,6.562,0,9.265,2.5593,0.8,1.81e-06,66,21
29,4.037,0.8,0.506,3.617,0.56,0.6152,2.5241,0.28,0.000582,0.14335,0.1832,0.7,0.5,-23.3857,17.31,9.608,7.182,4.722,0.913,0.9262,4.26822,2,0.6232,1190.0,0,2,24.5,26.75,5.63,1.73,44.4,16.6,0.0006307,13424.300704938281,1,0.925,15.435,1,2.411,1.4333,0.78,1.92e-06,62,17
30,4.426,0.579,0.109,6.763,0.32,1.7703,7.0261,0.38,0.000129,0.134488,0.3434,0.55,0.39,-28.9991,26.902,6.71,6.45,4.314,0.979,0.6924,5.29681,0,0.5722,797.9,3,0,18.38,22.01,0.94,3.81,48.8,17.2,0.0010386,10664.355398815538,1,2.454,15.703,1,9.873,2.5645,0.69,1.1e-06,100,19
31,2.985,0.534,0.768,4.794,0.55,1.478,5.035,0.46,0.000104,0.082384,0.6155,0.9,0.52,-53.3322,44.89,4.019,17.874,5.538,0.911,0.7154,3.77873,2,0.5957,1277.4,0,0,20.01,26.43,2.81,5.57,49.1,16.8,0.0002241,10323.028639327491,1,11.039,9.78,0,10.695,2.0473,0.88,1.57e-06,90,36
32,3.82,0.228,0.84,0.4868,0.66,1.9773,5.7608,0.47,0.000574,0.128889,0.9688,0.72,0.52,89.2341,48.478,3.224,13.029,5.089,0.727,0.6945,3.38394,0,0.5422,659.5,1,1,22.77,25.99,5.05,2.6,45.3,15.0,0.001203,6805.85665797924,0,4.328,17.34,0,12.458,1.2519,0.99,1.12e-06,104,32
33,3.392,0.238,0.155,3.0199,0.78,2.123,5.122,0.28,0.00045,0.066703,0.3167,0.82,0.78,46.7879,42.001,2.573,8.565,3.682,0.767,0.7555,4.57402,0,0.7028,870.8,1,0,24.98,26.8,2.17,1.56,42.2,14.7,0.0007297,7732.983485119777,0,5.135,7.94,0,11.65,1.4234,0.88,1.69e-06,84,35
34,3.741,0.421,0.273,1.6108,0.54,2.1336,4.0126,0.28,0.00038,0.085287,0.6187,0.56,0.57,61.756,95.542,7.479,9.114,4.823,0.964,0.8881,3.342,2,0.6712,428.2,1,2,21.12,23.92,3.92,4.9,37.0,14.1,0.0010058,7931.214795444483,1,2.373,16.212,1,6.904,2.3102,0.89,1.96e-06,22,36
35,2.858,0.339,0.587,6.4911,0.72,0.7996,4.0886,0.35,0.000363,0.071467,0.3302,0.6,0.23,-76.1108,20.126,4.996,8.902,6.358,0.727,0.719,3.68818,2,0.7848,419.8,1,1,21.85,23.62,2.7,3.73,35.6,15.4,0.0006012,8288.506822465832,1,3.776,14.019,1,4.458,2.8774,0.76,1.27e-06,29,33
36,6.179,0.418,0.789,5.6588,0.34,2.2386,3.4183,0.35,0.000219,0.062694,0.7599,0.51,0.3,39.6506,93.276,8.908,12.901,6.72,0.863,0.7702,5.28689,2,0.7107,1409.6,2,2,20.27,22.15,4.21,4.29,42.2,10.3,0.0010553,5656.752349582391,0,6.617,10.739,0,14.719,1.3603,0.72,1.15e-06,90,18
37,1.686,0.624,0.869,4.651,0.67,1.9191,5.7911,0.33,0.000285,0.086734,0.778,0.8,0.46,-25.0014,64.483,7.186,19.077,4.922,0.9,0.7625,5.23475,0,0.7038,1247.8,2,0,18.92,25.76,5.08,1.73,44.3,10.9,0.0017885,7449.608401131708,1,9.995,12.148,1,13.445,2.1045,0.73,1.97e-06,40,40
38,2.503,0.278,0.313,3.4858,0.48,2.663,3.8031,0.39,0.000161,0.121639,0.1918,0.54,0.64,24.1315,47.042,6.927,12.34,5.571,0.789,0.7007,5.05628,0,0.625,994.6,3,1,24.85,25.76,2.94,1.59,39.0,17.3,0.0015467,7490.892222648325,1,5.989,19.513,0,3.45,1.9361,0.86,1.82e-06,24,40
39,2.492,0.683,0.346,5.2921,0.56,0.5602,5.545,0.38,0.000134,0.089737,0.5668,0.3,0.41,47.9035,88.81,2.517,6.3,4.751,0.798,0.8594,4.23728,1,0.7197,1485.9,1,2,23.77,25.04,3.45,4.88,41.4,12.8,0.0013956,9712.809695118642,1,7.384,18.521,1,3.902,1.9373,0.7,1.36e-06,24,38
40,6.812,0.712,0.197,3.5082,0.64,2.1641,2.7827,0.56,0.000252,0.095722,0.3849,0.2,0.81,6.3102,29.625,6.273,19.42,7.7,0.867,0.8661,4.12752,1,0.5123,967.6,1,0,24.49,26.18,4.75,5.2,35.1,15.1,0.0016268,8734.609592432611,1,0.944,13.033,1,4.847,1.3134,0.75,1.15e-06,53,23
41,2.275,0.256,0.421,3.263,0.4,0.7748,9.8813,0.52,0.000441,0.087769,0.3787,0.78,0.74,-31.3814,57.321,5.654,10.656,4.524,0.868,0.6139,3.24711,1,0.7145,1440.1,2,0,24.23,24.54,5.51,3.74,32.4,16.4,0.0007815,10995.967614039333,0,3.953,13.241,0,5.117,1.745,0.79,1.28e-06,125,12
42,4.721,0.336,0.207,3.8518,0.32,1.3409,8.9266,0.48,0.000371,0.051625,0.2505,0.54,0.37,-53.0615,23.118,3.347,11.89,6.744,0.638,0.7375,3.50221,1,0.5586,970.3,0,2,22.19,26.11,4.09,1.47,33.8,14.9,0.0015088,2449.1685003809666,0,10.225,8.952,1,3.727,2.2017,0.99,1.52e-06,111,40
43,3.232,0.549,0.496,4.7722,0.63,1.1109,2.3349,0.37,0.0007,0.11394,0.1687,0.81,0.41,-19.5553,39.224,4.867,16.186,3.281,0.951,0.9505,5.20619,0,0.5817,1349.1,3,2,18.14,20.55,1.47,2.53,39.6,15.0,0.0014138,8763.88859730253,0,3.457,19.272,0,4.77,1.5918,0.76,1.81e-06,119,12
44,1.326,0.76,0.544,3.0494,0.52,2.963,4.3974,0.36,0.000446,0.129355,0.4671,0.72,0.48,26.7315,87.518,8.668,8.088,5.09,0.604,0.6299,3.4037,1,0.7842,1278.6,3,2,24.07,24.39,0.81,5.65,45.5,11.9,0.0009517,12626.81898328931,0,1.865,9.005,1,13.369,0.637,0.76,1.25e-06,64,15
45,2.468,0.69,0.528,4.6376,0.37,2.9896,11.4394,0.25,0.00052,0.135038,0.7539,0.66,0.41,61.4426,49.937,4.697,15.468,4.668,0.728,0.7187,4.72723,0,0.8098,1132.7,0,2,19.29,26.74,2.02,5.46,46.1,12.8,0.0007282,9555.583778529028,1,1.49,8.803,0,11.341,1.8722,0.95,1.46e-06,100,15
46,2.644,0.316,0.394,6.9467,0.37,1.5872,2.4638,0.29,0.000436,0.082305,0.7311,0.73,0.57,29.3027,79.333,5.109,8.397,3.604,0.905,0.8296,3.24994,2,0.6696,711.3,1,0,21.78,24.22,0.69,5.84,42.9,12.3,0.0008831,6305.608439425042,0,5.685,13.06,0,6.927,0.6072,0.73,1.47e-06,90,6
47,6.24,0.651,0.579,0.6778,0.44,2.0177,6.0541,0.55,0.000237,0.10439,0.99,0.72,0.4,-48.5508,97.498,7.33,7.019,6.091,0.905,0.817,4.42401,1,0.7793,1482.5,2,2,24.56,25.61,1.95,0.88,41.8,11.7,0.0002257,13162.91182739942,0,3.192,5.079,0,12.287,2.9765,0.94,1.86e-06,39,29
48,4.559,0.734,0.47,5.2727,0.62,0.8401,6.3178,0.2,0.000411,0.081013,0.7665,0.49,0.84,79.6707,76.103,8.206,17.277,5.253,0.96,0.623,4.06371,1,0.7162,1292.7,2,1,20.17,20.57,0.42,3.26,35.9,12.0,0.0010427,6081.263283359834,0,3.664,17.256,0,9.914,1.0115,0.85,1.71e-06,34,23
49,3.944,0.583,0.766,4.3657,0.45,0.6933,8.232,0.21,0.000662,0.10741,0.8125,0.9,0.71,48.2736,95.887,9.271,15.91,3.795,0.901,0.9213,4.95406,1,0.8085,543.4,0,1,24.27,26.96,1.17,4.17,31.0,10.1,0.0017995,8345.076743344054,0,1.124,6.988,1,10.015,1.476,0.89,1.55e-06,26,3
50,4.647,0.466,0.768,6.1857,0.65,2.3608,3.686,0.41,0.00048,0.082473,0.9822,0.81,0.29,-11.3664,53.681,8.679,11.553,7.753,0.967,0.8418,3.25649,0,0.8542,1336.5,3,2,24.26,26.98,5.85,1.38,33.4,11.0,0.0014393,10490.12511578957,0,3.278,9.118,1,14.97,1.6738,0.94,1.16e-06,117,28
51,5.584,0.609,0.554,1.0111,0.51,2.3456,5.9714,0.38,0.000143,0.130367,0.7769,0.42,0.88,-74.8181,62.143,7.438,6.985,5.889,0.856,0.6122,3.98781,2,0.6404,1126.7,2,0,20.76,20.91,3.71,3.64,34.8,10.0,0.0013447,13553.455766256857,1,5.708,9.591,1,1.575,1.2564,1.0,1.88e-06,73,3
52,5.126,0.226,0.883,1.6257,0.54,2.6188,5.0065,0.33,0.000297,0.097379,0.7239,0.72,0.35,-1.7633,34.16,7.029,8.796,5.945,0.867,0.8399,5.08996,0,0.6118,496.6,0,2,24.4,25.7,2.23,4.96,38.1,10.9,0.001262,12067.165409535017,1,4.02,12.554,0,10.049,2.4032,0.82,1.78e-06,51,16
53,6.695,0.363,0.66,5.8965,0.32,1.8254,11.0463,0.37,0.000389,0.138139,0.2621,0.33,0.72,-23.8261,13.974,7.925,10.651,7.072,0.668,0.674,4.13477,2,0.6059,1069.1,1,1,24.27,24.88,2.48,4.62,45.7,12.4,0.0002004,12779.545977185995,1,3.786,9.624,0,13.733,1.3155,0.92,1.15e-06,103,38
54,2.383,0.604,0.73,4.3323,0.5,2.6328,9.071,0.34,0.000598,0.092319,0.3579,0.49,0.66,47.5089,85.191,9.888,14.033,5.586,0.661,0.8173,4.38848,2,0.592,1350.0,4,2,24.6,24.88,4.83,4.54,35.7,14.2,0.0010499,10234.435380832008,1,3.102,18.962,0,9.167,0.9155,0.93,1.23e-06,105,22
55,2.688,0.311,0.127,2.7623,0.52,2.7831,11.0156,0.47,0.000525,0.052184,0.4398,0.57,0.54,-67.0167,20.472,5.608,7.103,6.824,0.675,0.6069,4.84919,0,0.5777,535.3,0,2,18.25,21.67,2.01,5.89,33.2,17.8,0.0013487,3334.351024840648,1,3.697,14.236,1,12.168,2.3089,0.98,1.68e-06,107,14
56,4.682,0.433,0.835,4.3676,0.56,2.6782,8.0523,0.5,0.000574,0.149638,0.9366,0.28,0.33,64.0694,74.365,7.616,11.109,6.469,0.864,0.7896,4.31306,0,0.5792,637.4,3,0,23.99,25.05,3.51,4.94,37.3,11.1,0.0010404,3585.473136771469,0,2.685,13.013,1,7.385,0.6507,0.96,1.55e-06,122,33
57,4.156,0.383,0.571,4.2409,0.63,1.1702,5.4065,0.29,0.000452,0.103571,0.6621,0.88,0.67,-79.3729,95.01,8.615,18.038,4.115,0.783,0.8918,5.23941,0,0.6282,1037.9,1,2,21.29,26.84,0.11,3.04,43.7,16.5,0.0010694,2713.5820449974044,1,10.892,18.347,0,11.639,1.8493,0.94,1.41e-06,112,12
58,3.196,0.505,0.638,3.4213,0.34,0.9625,9.4862,0.34,0.000326,0.070701,0.4098,0.51,0.76,17.5971,82.634,3.392,15.098,5.163,0.684,0.941,4.48202,1,0.6099,571.8,1,1,21.66,22.05,4.93,1.37,46.6,11.8,0.000665,8105.813003835825,0,6.985,16.318,0,1.722,1.5039,0.67,1.83e-06,21,20
59,3.959,0.678,0.708,1.8834,0.43,1.4794,3.5583,0.33,0.000602,0.1077,0.2912,0.9,0.5,78.1429,52.54,8.04,8.144,4.023,0.856,0.6872,3.30095,1,0.6707,1496.4,1,1,22.21,23.47,3.8,3.42,35.2,11.8,0.0009144,10046.9786287595,0,5.109,18.666,1,10.456,2.7927,0.75,1.41e-06,74,27
60,3.295,0.795,0.738,3.7009,0.58,0.7942,6.3619,0.26,0.000446,0.051161,0.551,0.76,0.5,-5.2088,36.835,8.184,11.051,4.197,0.942,0.6005,3.94251,1,0.6413,498.9,4,2,24.33,24.98,2.63,0.77,39.4,15.0,0.001722,6722.032542589586,1,4.472,9.165,1,4.287,1.4678,0.77,1.89e-06,112,24
61,5.481,0.576,0.578,1.4014,0.58,1.5468,2.2736,0.43,0.000668,0.089582,0.347,0.52,0.75,61.2974,34.546,5.836,17.117,5.23,0.693,0.9568,5.41785,1,0.745,450.4,2,1,20.01,22.88,0.39,4.86,43.6,15.8,0.0009314,12969.134191831523,0,10.387,15.98,0,11.042,2.9328,0.96,1.24e-06,117,3
62,1.38,0.248,0.612,1.8804,0.47,1.2394,8.1028,0.5,0.000404,0.064592,0.5367,0.33,0.73,52.433,17.227,7.541,8.509,4.852,0.822,0.9198,5.35851,0,0.6571,451.8,3,0,23.45,26.94,1.0,2.24,37.6,10.4,0.0017673,12494.547873271445,0,4.385,15.193,0,11.667,2.7333,0.9,1.81e-06,36,12
63,5.468,0.318,0.643,6.244,0.68,0.8582,5.6948,0.45,0.000335,0.078917,0.9018,0.79,0.79,50.2832,44.727,2.774,7.465,4.011,0.817,0.6636,4.17354,0,0.6084,1405.3,0,0,21.72,22.38,2.94,2.82,32.9,16.1,0.0013702,4235.970824327946,1,9.509,12.755,1,7.357,1.8584,0.94,1.13e-06,70,24
64,5.605,0.653,0.21,4.9076,0.52,2.5688,9.4622,0.44,0.000593,0.149574,0.4375,0.66,0.53,43.8118,88.289,3.348,11.171,6.411,0.643,0.6021,4.56537,0,0.7065,1273.3,0,2,24.27,24.67,1.69,0.01,36.1,16.2,0.0016003,8881.88124083039,1,0.303,16.667,0,6.922,0.7904,0.95,1.25e-06,81,19
65,5.882,0.591,0.644,0.4882,0.59,0.9011,2.2578,0.43,0.000571,0.101228,0.5855,0.9,0.46,-89.2172,82.669,7.673,7.996,4.211,0.887,0.619,4.8801,1,0.5105,1183.0,0,1,18.02,24.47,3.57,3.53,35.5,12.0,0.0011469,2358.4941990580155,0,9.563,8.169,1,13.639,1.5074,0.91,1.09e-06,43,34
66,3.237,0.455,0.125,5.2097,0.64,1.4657,9.0144,0.54,0.00038,0.060681,0.3349,0.28,0.3,87.736,11.858,5.432,18.944,6.066,0.861,0.8715,3.70791,2,0.6993,1078.8,0,0,24.75,25.23,0.79,1.93,37.9,16.2,0.0010022,8363.758341157438,1,5.399,11.507,0,6.425,2.214,0.88,1.43e-06,65,13
67,5.332,0.594,0.3,1.8317,0.47,1.899,8.4437,0.45,0.000387,0.14709,0.7562,0.62,0.2,-87.8277,27.569,8.233,7.868,6.942,0.902,0.6674,3.07402,1,0.5936,1408.1,4,2,19.9,21.44,1.8,5.43,34.9,17.1,0.0008378,7234.843251330539,0,8.585,15.832,0,14.29,2.8573,0.85,1.6e-06,103,12
68,3.539,0.587,0.214,1.32,0.77,2.8773,6.8408,0.54,0.000113,0.135946,0.527,0.28,0.68,-19.5823,87.873,4.477,17.859,4.975,0.748,0.6144,3.12034,0,0.6681,437.9,4,1,18.67,21.74,4.27,1.33,42.6,13.6,0.0014176,5598.9379654612185,1,1.543,7.745,1,10.726,2.6596,0.84,1.97e-06,113,32
69,5.701,0.491,0.142,2.6135,0.57,2.8024,6.101,0.44,0.000231,0.057339,0.422,0.35,0.68,-7.3616,11.36,4.78,10.889,3.021,0.809,0.7065,3.75165,2,0.5489,962.2,4,1,22.11,24.69,2.21,1.83,33.5,10.1,0.0016826,3446.854246078362,1,2.586,11.802,1,12.471,1.7743,0.9,1.54e-06,72,36
