id,elv3_window_u_value,elv3_window_shgc,elv3_window_transmittance,ext_wall_rsi,ground_floor_elevation_3_wwr,slab_on_grade_ffactor,roof_rsi,air_infiltration_rate_ventilation_on,air_infiltration_rate_ventilation_off,single_patron_door_infiltration,backdoor_rsi,roof_solar_absorptance,roof_thermal_absorptance,building_orientation,building_depth,ground_floor_height,large_store_width,small_store_width,ahu_motor_efficiency,ahu_burner_efficiency,cooling_cop,ahu_fan_speeds,ahu_fan_efficiency,ahu_fan_pressure_rise,economizer_type,exhaust_air_heat_recovery,temp_setpoint_heating_occupied,temp_setpoint_cooling_occupied,temp_setpoint_heating_setback,temp_setpoint_cooling_setback,supply_air_temp_heating,supply_air_temp_cooling,outdoor_air_flow_per_area,exterior_lighting_w,exterior_lighting_sch,ground_allowance_lpd,ground_lpd,lighting_occ_sensor,equipment_power_density,hot_water_skin_loss,water_heater_efficiency,hot_water_peak_flow,large_max_occupant_density,small_max_occupant_density
29,6.207,0.415,0.159,1.661,0.49,0.8716,5.8721,0.58,0.000276,0.06457,0.9763,0.27,0.35,20.137,99.584,4.822,7.167,3.55,0.79,0.6022,5.20304,2,0.7982,1257.2,0,1,20.52,24.37,3.62,4.52,43.8,16.5,0.0019477,8503.121333871495,0,6.239,8.491,0,3.423,2.0485,0.86,1.94e-06,98,2
30,3.545,0.208,0.289,1.2131,0.62,2.4346,5.1879,0.55,0.000117,0.069465,0.2587,0.43,0.58,66.3023,83.904,5.945,7.622,3.829,0.792,0.7824,4.07664,1,0.8328,867.8,2,1,23.84,24.97,5.67,1.75,41.5,11.8,0.0012935,7239.800386290941,0,9.176,17.195,0,7.303,1.4752,0.97,1.98e-06,21,35
31,6.64,0.376,0.682,1.6599,0.28,0.6563,11.4199,0.25,0.000239,0.109953,0.471,0.66,0.6,-78.3977,91.251,8.63,6.904,3.496,0.703,0.7364,3.62036,1,0.543,381.9,3,0,20.19,26.4,3.78,0.94,43.6,12.6,0.0007859,12053.83007973331,0,6.176,14.272,0,3.276,2.1961,0.76,1e-06,101,30
32,2.539,0.461,0.815,5.168,0.65,0.5151,2.2953,0.56,0.000222,0.072445,0.7014,0.38,0.55,43.2521,56.563,6.724,7.294,7.698,0.674,0.7125,4.73396,2,0.6707,934.0,4,2,18.45,25.94,1.07,1.07,38.6,11.6,0.0005886,6876.7465451229455,1,4.308,15.183,1,7.035,2.1486,0.7,1.26e-06,116,30
33,5.392,0.579,0.607,3.544,0.49,1.7792,7.5192,0.32,0.000433,0.062757,0.5728,0.77,0.28,11.1156,72.179,6.426,18.9,7.457,0.693,0.6648,3.03624,0,0.7744,1019.0,0,0,24.97,25.95,4.11,5.97,31.1,10.9,0.0009466,4775.188957650311,0,6.796,11.719,0,1.952,2.3334,0.78,1.79e-06,46,16
34,3.556,0.507,0.884,4.1795,0.29,2.7465,3.3357,0.47,0.000153,0.116375,0.8328,0.53,0.49,-61.3499,58.805,9.996,7.893,3.089,0.629,0.841,4.27951,2,0.544,1392.6,4,2,18.23,20.61,1.79,5.61,47.6,11.9,0.0018926,3321.698285524544,1,3.983,16.428,1,5.514,2.1192,0.65,1.34e-06,124,29
35,5.169,0.514,0.459,2.7931,0.26,1.8057,11.9494,0.52,0.000297,0.070158,0.5863,0.71,0.32,51.4483,37.095,4.621,19.519,6.585,0.981,0.7831,4.98743,0,0.708,310.3,4,0,20.46,22.34,1.97,1.85,37.6,12.1,0.0012561,2784.174020927194,1,5.261,19.907,1,14.763,2.6516,0.96,1.38e-06,65,28
36,6.681,0.543,0.244,0.2657,0.65,2.5311,10.4968,0.48,0.000355,0.123106,0.8247,0.52,0.54,-43.5806,50.409,9.339,11.279,4.221,0.827,0.702,3.26277,0,0.5196,507.8,3,2,21.89,25.1,0.2,4.54,45.4,17.2,0.0005802,10752.91860738793,1,6.925,6.897,1,2.581,0.6243,0.83,2e-06,110,19
37,3.369,0.506,0.564,3.9332,0.42,1.7629,7.4164,0.58,0.000524,0.138994,0.8893,0.85,0.34,63.8233,43.111,7.511,6.146,5.938,0.905,0.7653,5.08263,0,0.6722,880.7,4,2,21.22,26.12,4.82,0.58,45.0,13.9,0.0002023,2587.0343996110873,0,1.523,7.623,1,6.7,2.074,0.76,1.75e-06,42,40
38,3.019,0.55,0.759,2.2011,0.6,2.1134,8.385,0.39,0.000447,0.109572,0.421,0.44,0.89,-7.1463,12.123,9.508,18.485,4.339,0.673,0.6703,3.08856,2,0.7601,1321.3,4,0,18.27,22.89,1.56,4.42,41.5,14.5,0.000476,8200.606268771786,0,6.619,7.618,1,10.905,1.7135,0.97,1.09e-06,65,6
39,5.122,0.741,0.701,2.1563,0.31,2.3133,8.419,0.27,0.000621,0.120347,0.1998,0.56,0.53,61.6915,70.328,8.269,11.334,5.328,0.755,0.7105,4.48952,0,0.548,677.8,0,1,24.73,24.89,3.98,0.62,34.3,10.0,0.001926,13126.213604389946,0,3.261,19.8,0,12.699,2.5199,0.76,1.86e-06,83,35
40,4.792,0.3,0.7,3.6602,0.51,1.9895,9.3928,0.58,0.000507,0.097938,0.7334,0.74,0.42,6.7789,29.675,3.271,7.246,3.525,0.866,0.7943,5.11845,2,0.6074,465.4,4,1,18.52,20.95,5.1,0.21,42.3,11.1,0.0002092,9156.738927855242,0,8.333,17.658,0,1.432,0.617,0.88,1.84e-06,62,2
41,3.739,0.286,0.504,3.44,0.5,1.8817,10.5908,0.49,0.000562,0.089172,0.2433,0.37,0.88,88.5668,94.745,9.817,10.146,5.299,0.627,0.7146,3.83365,0,0.7368,1049.3,3,1,19.94,22.08,1.56,1.24,37.4,16.0,0.0008091,12692.096571617743,0,4.225,6.165,0,4.926,1.7061,0.96,1.71e-06,124,28
42,3.509,0.385,0.84,1.2005,0.27,1.9403,11.2129,0.6,0.000399,0.091559,0.746,0.5,0.51,16.3209,59.088,5.253,19.698,4.292,0.822,0.7391,4.41679,0,0.7141,910.2,2,0,19.61,24.2,0.3,5.86,35.0,10.6,0.0011933,6597.716074199079,0,0.75,9.454,0,13.564,2.1271,0.82,1.21e-06,95,14
43,2.098,0.687,0.732,5.5292,0.6,1.3702,11.8165,0.49,0.000172,0.114639,0.206,0.75,0.48,32.5886,81.686,3.281,19.01,7.019,0.839,0.8755,4.23395,0,0.6971,873.8,1,1,18.3,26.42,3.77,5.19,30.1,16.9,0.0011635,10681.114606297144,1,5.502,5.332,0,10.761,2.8872,0.74,1.31e-06,114,28
44,2.503,0.684,0.863,4.5566,0.35,1.1925,11.0837,0.3,0.000232,0.139892,0.5132,0.25,0.83,-35.7915,65.656,9.382,8.137,4.638,0.607,0.7563,4.15048,2,0.7755,523.3,2,2,23.74,25.52,5.94,0.21,37.4,14.4,0.0013185,5488.2635881529095,1,3.13,13.108,0,9.97,1.9655,0.83,1.39e-06,20,33
45,2.039,0.533,0.625,1.5427,0.9,1.0247,6.834,0.43,0.000529,0.135411,0.2477,0.45,0.53,-33.899,17.773,3.087,18.494,7.595,0.979,0.9478,3.89665,2,0.8586,495.4,3,2,22.16,24.49,3.94,2.61,40.6,13.5,0.0016173,8928.264314743723,1,5.649,19.382,0,5.977,1.4468,0.87,1.04e-06,53,19
46,2.421,0.22,0.189,6.6118,0.38,2.2009,6.2712,0.33,0.00035,0.053816,0.4114,0.47,0.85,-89.4366,34.31,7.282,14.579,7.518,0.623,0.6121,3.78235,1,0.7017,1203.7,2,0,19.22,22.88,5.83,5.74,43.3,15.5,0.0011878,8440.274384369655,1,5.167,7.02,0,3.032,2.8927,0.66,1.78e-06,118,40
47,6.796,0.431,0.262,4.3619,0.65,0.924,11.3843,0.27,0.000143,0.050742,0.1144,0.72,0.21,6.7403,81.556,4.111,12.953,5.825,0.922,0.8915,4.5238,1,0.7658,1076.7,4,0,18.2,21.27,1.14,3.95,40.1,13.3,0.0009907,11617.79817953908,0,4.238,11.495,1,11.884,1.2639,0.88,1.81e-06,108,5
48,5.999,0.786,0.653,4.8332,0.62,1.5404,3.1365,0.53,0.000681,0.096922,0.8467,0.73,0.46,68.7147,61.46,5.612,12.213,7.909,0.705,0.9178,4.53432,2,0.7998,1244.2,3,0,21.3,26.78,0.09,5.4,33.5,17.1,0.0003358,11392.262228908457,1,6.766,9.44,1,9.879,2.5217,0.94,1.93e-06,50,34
49,6.836,0.21,0.254,1.9583,0.7,0.9692,4.7606,0.52,0.000509,0.070042,0.5826,0.5,0.66,-67.7627,39.55,2.614,14.72,4.015,0.884,0.6189,5.07101,0,0.6885,1175.3,1,2,22.47,26.69,3.66,2.16,30.0,16.9,0.0016682,9913.700887938323,1,0.94,16.881,0,10.831,1.8248,0.69,1.03e-06,68,34
50,4.039,0.703,0.589,5.3048,0.72,0.5787,7.271,0.4,0.000261,0.068329,0.8138,0.27,0.26,89.6749,19.571,4.763,18.863,5.278,0.737,0.7807,4.9968,0,0.6383,1080.5,0,0,20.56,26.12,1.25,3.67,40.7,16.5,0.0004328,7042.665100850256,1,5.414,10.498,0,9.115,2.8941,0.95,1.78e-06,125,13
51,1.764,0.698,0.458,4.184,0.8,0.5617,10.4276,0.44,0.000485,0.13639,0.1596,0.53,0.47,-55.1882,96.279,8.439,14.723,6.873,0.631,0.7509,4.26859,1,0.5426,848.2,1,2,23.99,25.06,4.98,3.96,40.6,12.0,0.0010681,12745.165478838686,0,1.808,13.727,0,10.379,1.3793,0.92,1.76e-06,123,29
52,5.459,0.697,0.298,6.3714,0.59,1.0484,6.5851,0.22,0.000468,0.082861,0.4202,0.46,0.23,-55.7269,80.13,7.394,19.997,4.857,0.918,0.868,3.12889,2,0.627,1476.7,2,1,21.95,24.13,2.65,1.3,44.1,16.4,0.0012907,5010.333986473266,0,0.262,5.828,0,12.851,2.744,0.9,1.93e-06,41,37
53,4.152,0.271,0.304,5.9729,0.34,1.4899,8.6608,0.47,0.000689,0.140944,0.5376,0.49,0.82,-42.8624,15.129,4.838,18.244,6.405,0.797,0.7838,5.00801,0,0.6091,1104.2,1,2,21.6,23.96,1.12,4.71,38.8,13.3,0.0010994,8955.88742583668,0,8.04,9.197,0,6.285,2.3389,0.81,1.42e-06,64,13
54,2.617,0.55,0.658,4.3325,0.31,2.5229,11.6843,0.58,0.000377,0.085215,0.1608,0.37,0.86,-23.986,91.955,9.288,7.091,4.579,0.799,0.8056,3.87865,1,0.8203,712.5,4,1,23.4,26.35,2.16,5.63,49.0,14.7,0.0009361,3431.2066466426336,1,7.042,6.244,0,7.751,2.3774,0.86,1.57e-06,54,5
55,5.243,0.556,0.76,1.3726,0.32,2.3118,11.9741,0.35,0.000252,0.129488,0.3178,0.54,0.29,-73.3042,57.088,3.914,13.301,7.915,0.631,0.6705,4.23723,0,0.6944,301.5,1,0,23.17,25.29,4.48,0.93,48.9,10.1,0.001972,8594.582123768352,0,0.189,13.156,1,5.012,0.7745,0.99,1.84e-06,74,3
56,3.22,0.635,0.197,5.6138,0.85,1.9057,7.829,0.52,0.000275,0.116568,0.2029,0.48,0.45,-79.608,25.62,5.187,16.08,7.94,0.7,0.6966,5.49736,1,0.7114,1218.0,0,1,20.03,21.16,0.22,4.7,43.9,12.2,0.0009367,11468.797553022872,0,9.964,15.579,1,12.542,0.6968,0.95,1.06e-06,52,40
57,6.896,0.27,0.266,4.3106,0.47,2.3524,3.106,0.28,0.000186,0.064445,0.5187,0.62,0.7,-1.9245,97.368,6.36,15.412,6.46,0.982,0.7299,3.56732,0,0.8557,1293.0,0,1,18.36,25.13,0.82,2.79,34.9,17.9,0.0013544,12164.395226102697,0,7.107,14.244,0,10.562,2.7592,0.99,1.82e-06,71,32
58,4.595,0.267,0.58,0.9219,0.41,1.3932,6.9344,0.51,0.000393,0.120987,0.2087,0.49,0.39,-71.0409,27.743,7.964,14.07,4.017,0.829,0.8167,5.27171,0,0.7263,1033.9,2,1,18.45,24.54,3.42,4.19,32.6,10.7,0.0003094,9761.007699515527,1,11.633,8.48,1,5.37,1.2307,0.73,1.3e-06,31,26
59,6.751,0.756,0.476,6.4144,0.69,0.6652,5.2387,0.59,0.000585,0.095171,0.7507,0.3,0.7,-33.4155,76.729,4.864,7.194,4.657,0.658,0.8479,4.07091,1,0.6848,359.6,4,0,20.96,24.12,0.99,5.67,49.9,13.4,0.0003736,11253.685796521258,0,7.287,15.202,1,10.298,1.7748,0.99,1.97e-06,20,29
60,6.101,0.648,0.715,2.08,0.83,0.6915,11.0879,0.57,0.000384,0.077616,0.8264,0.39,0.37,17.7675,97.012,2.611,10.529,7.033,0.741,0.8426,3.72284,0,0.5652,1204.5,4,0,22.79,24.89,2.1,0.27,49.9,13.8,0.0013639,8577.307208945032,0,5.272,7.977,0,2.661,1.2304,0.8,1.74e-06,78,24
61,2.962,0.732,0.839,6.6165,0.75,0.7539,3.3821,0.46,0.000356,0.113506,0.427,0.45,0.6,14.6084,66.434,8.428,11.814,6.145,0.746,0.6648,3.48012,0,0.779,1123.5,3,0,18.6,23.71,3.12,0.49,40.1,17.6,0.0006936,12526.651145205298,0,11.058,5.215,0,5.111,1.8341,0.74,1.44e-06,52,6
62,2.806,0.449,0.703,2.9743,0.31,1.6774,2.0546,0.2,0.000535,0.073363,0.1141,0.36,0.26,-89.7661,73.961,6.228,18.427,3.709,0.661,0.8804,4.46444,1,0.7383,1149.4,4,0,24.81,25.44,1.49,4.43,43.3,15.8,0.0006474,6567.9648211537,0,10.646,17.754,0,11.398,2.3442,0.79,1.41e-06,36,10
63,1.676,0.792,0.876,5.0889,0.68,1.1785,4.4378,0.3,0.000302,0.1122,0.5657,0.21,0.49,17.891,54.532,4.546,11.092,6.297,0.684,0.6736,4.64239,2,0.7493,587.3,4,1,22.98,23.79,2.19,0.86,46.9,12.6,0.0014018,10796.08503127974,0,6.581,11.93,0,11.382,2.8093,0.72,1.7e-06,124,26
64,4.617,0.259,0.868,5.7936,0.71,2.0939,11.6535,0.48,0.000246,0.05101,0.2075,0.59,0.3,-26.1306,98.917,8.145,13.872,5.358,0.941,0.7511,3.25801,1,0.6579,568.1,2,2,18.56,24.42,1.39,0.88,31.8,12.2,0.0017428,4339.950163551431,1,6.848,16.182,1,10.876,0.6877,0.86,1.37e-06,30,15
65,6.916,0.537,0.663,2.3808,0.72,1.6805,8.1665,0.24,0.000416,0.080164,0.6243,0.83,0.53,86.8791,23.045,3.641,8.789,7.247,0.934,0.7509,3.37569,0,0.6896,729.1,2,0,24.9,25.72,3.07,2.73,36.2,15.2,0.000829,4675.967196327148,1,7.761,11.361,0,13.162,1.6896,0.76,1.99e-06,124,21
66,1.835,0.523,0.519,5.2143,0.38,2.5379,6.9231,0.55,0.000405,0.079381,0.3872,0.71,0.51,-52.3283,46.049,4.917,8.174,7.035,0.628,0.6737,4.69168,0,0.5414,396.2,0,0,19.75,24.77,3.6,3.35,40.5,14.5,0.0013598,7050.022964467929,1,4.52,6.698,1,1.477,1.6972,0.66,1.9e-06,46,11
67,5.227,0.714,0.816,3.31,0.79,2.3856,9.2157,0.42,0.000411,0.127211,0.1068,0.27,0.41,20.8391,27.242,3.275,12.0,4.989,0.891,0.7978,4.25632,0,0.8398,960.0,3,1,24.26,25.24,4.8,5.09,48.1,13.4,0.0014997,10151.83087974777,0,4.869,19.064,1,4.01,2.4205,0.99,1.03e-06,50,16
68,2.604,0.2,0.589,2.9439,0.54,2.8863,8.7505,0.6,0.000663,0.091488,0.7017,0.42,0.2,-1.9674,38.397,9.212,19.809,3.94,0.826,0.8325,4.00253,0,0.5386,1260.0,2,2,23.5,25.72,5.71,3.93,48.6,12.2,0.0014057,7503.222851116678,0,1.403,7.952,0,13.694,2.9132,0.81,1.24e-06,97,15
69,2.799,0.68,0.348,6.3905,0.64,1.3103,6.2637,0.39,0.0005,0.100128,0.7589,0.52,0.8,-34.9087,25.436,8.348,13.704,5.072,0.641,0.8527,3.13247,1,0.8479,1391.2,0,1,18.68,26.31,4.59,0.55,39.7,11.4,0.0005296,12858.289815161996,1,3.166,9.512,1,13.346,2.619,0.98,1.14e-06,58,24
