id,elv3_window_u_value,elv3_window_shgc,elv3_window_transmittance,ext_wall_rsi,ground_floor_elevation_3_wwr,slab_on_grade_ffactor,roof_rsi,air_infiltration_rate_ventilation_on,air_infiltration_rate_ventilation_off,single_patron_door_infiltration,backdoor_rsi,roof_solar_absorptance,roof_thermal_absorptance,building_orientation,building_depth,ground_floor_height,large_store_width,small_store_width,ahu_motor_efficiency,ahu_burner_efficiency,cooling_cop,ahu_fan_speeds,ahu_fan_efficiency,ahu_fan_pressure_rise,economizer_type,exhaust_air_heat_recovery,temp_setpoint_heating_occupied,temp_setpoint_cooling_occupied,temp_setpoint_heating_setback,temp_setpoint_cooling_setback,supply_air_temp_heating,supply_air_temp_cooling,outdoor_air_flow_per_area,exterior_lighting_w,exterior_lighting_sch,ground_allowance_lpd,ground_lpd,lighting_occ_sensor,equipment_power_density,hot_water_skin_loss,water_heater_efficiency,hot_water_peak_flow,large_max_occupant_density,small_max_occupant_density
10,4.027,0.426,0.356,6.7002,0.66,0.9274,7.834,0.26,0.000469,0.098909,0.3834,0.25,0.62,70.5134,16.239,4.519,7.528,3.018,0.764,0.6051,4.80376,1,0.632,342.8,4,1,24.71,26.94,4.47,5.7,31.3,16.6,0.000578,12737.81310531497,1,4.05,6.47,1,7.337,0.994,0.92,1.86e-06,69,29
11,4.66,0.625,0.195,1.9483,0.8,2.2839,2.0092,0.41,0.000169,0.077266,0.5019,0.37,0.41,33.2515,29.806,4.091,13.189,7.041,0.635,0.6755,3.91345,2,0.7108,1259.5,3,0,23.2,24.27,1.28,2.02,45.4,13.9,0.0013172,6391.025736520165,1,7.81,17.916,0,3.853,2.2282,0.7,1.23e-06,93,37
12,5.98,0.704,0.304,0.3716,0.49,1.5276,4.3542,0.22,0.000645,0.08992,0.2719,0.3,0.29,76.6652,70.909,7.213,13.394,4.796,0.604,0.8338,3.49339,1,0.5495,1080.9,4,0,24.05,24.7,4.26,3.88,47.2,13.7,0.0019467,13953.557955178507,0,10.273,9.669,0,8.774,1.9405,0.75,1.07e-06,107,18
13,5.697,0.754,0.12,3.7137,0.4,1.3147,5.7908,0.31,0.000336,0.117489,0.7184,0.67,0.57,40.6533,29.353,6.954,19.341,6.639,0.676,0.9352,4.06949,1,0.5293,1422.2,0,1,21.21,23.52,2.74,0.24,32.3,11.8,0.0013906,2758.603546038351,0,7.2,19.578,1,8.534,2.7225,0.75,1.28e-06,107,21
14,6.866,0.745,0.786,6.1083,0.92,2.5247,10.5442,0.5,0.00021,0.06054,0.5324,0.47,0.46,53.7525,38.615,2.507,9.903,5.902,0.892,0.8789,4.16455,2,0.8579,1065.9,2,2,22.93,23.98,2.06,1.75,41.8,13.0,0.0010942,7636.520854623549,0,7.416,13.641,1,9.654,1.639,0.95,1.73e-06,40,26
15,1.438,0.57,0.178,2.6447,0.56,0.947,4.8305,0.22,0.000421,0.126999,0.4028,0.67,0.9,21.2101,57.467,4.806,17.166,6.449,0.984,0.6223,3.60045,0,0.507,748.8,4,0,18.6,22.82,0.98,2.65,37.8,13.4,0.0018394,11151.782098151563,1,3.587,17.677,0,1.095,1.4509,0.77,1.86e-06,95,17
16,2.905,0.423,0.324,4.7726,0.55,1.4833,7.2099,0.46,0.00015,0.130327,0.8997,0.6,0.89,51.9006,65.435,4.661,17.292,5.323,0.957,0.7886,4.36398,2,0.5095,440.0,4,0,22.76,24.19,2.36,0.54,49.6,15.8,0.0004755,3206.6137880550677,0,8.092,10.134,1,11.261,1.5814,0.77,1.15e-06,112,27
17,3.892,0.326,0.384,3.6804,0.5,2.5371,7.3472,0.46,0.000288,0.133277,0.1256,0.56,0.83,72.8747,78.588,9.358,13.248,3.125,0.749,0.8474,3.70491,2,0.777,629.7,0,0,23.07,26.93,0.55,3.9,33.9,11.2,0.001916,3244.3547072240563,1,5.17,19.479,0,8.081,2.1465,0.93,1.4e-06,68,8
18,2.429,0.459,0.802,1.0768,0.47,1.857,11.1182,0.55,0.000549,0.141769,0.4664,0.61,0.72,-44.812,42.087,4.996,16.869,7.472,0.62,0.6441,3.20243,2,0.8345,757.2,2,1,21.42,22.66,5.31,3.76,46.7,15.5,0.0009952,6689.981256082428,0,5.864,6.748,0,11.529,0.7322,0.93,1.34e-06,50,36
19,2.063,0.369,0.307,4.9221,0.3,1.1652,10.8387,0.44,0.000147,0.136871,0.1035,0.56,0.7,46.1761,19.098,6.449,9.551,3.694,0.769,0.7553,3.50378,0,0.7961,1279.1,1,0,23.88,26.03,5.51,1.65,44.4,17.6,0.0013246,5476.5933697417295,0,5.118,19.912,0,3.244,2.3923,0.8,1.12e-06,58,27
20,3.601,0.79,0.196,0.7825,0.79,1.4816,8.4364,0.57,0.000152,0.086494,0.7988,0.41,0.34,-4.211,42.897,4.186,10.912,6.682,0.791,0.662,4.6732,1,0.7025,1414.2,0,1,24.46,25.56,4.76,2.74,31.0,15.3,0.0010763,9379.322111423462,1,3.374,5.127,0,11.953,1.8036,0.83,1.93e-06,53,14
21,4.194,0.723,0.244,1.9714,0.82,0.5015,9.9126,0.44,0.000293,0.100412,0.9773,0.27,0.41,78.4799,81.761,4.783,13.36,5.745,0.888,0.6447,3.49871,2,0.7011,1225.0,4,1,21.21,24.09,4.31,1.15,38.5,10.6,0.0007789,11389.97093010525,1,9.826,14.524,0,7.551,1.3537,0.78,1.04e-06,123,13
22,2.472,0.403,0.843,3.3026,0.59,2.5687,4.9339,0.6,0.000555,0.136665,0.1756,0.39,0.61,-5.0892,90.831,5.959,10.917,7.73,0.951,0.9398,5.14884,0,0.7296,319.1,1,1,23.31,24.24,2.75,0.86,44.5,15.7,0.0009141,13006.154523570493,0,9.75,13.255,1,12.215,0.9359,0.75,1.5e-06,64,10
23,5.476,0.606,0.607,5.5394,0.45,2.9898,3.6981,0.37,0.000594,0.067194,0.4346,0.83,0.5,1.2946,76.964,3.248,11.752,4.852,0.682,0.7408,5.40324,2,0.555,307.8,4,1,18.13,21.07,3.65,0.6,32.2,14.0,0.0003327,5330.921505871814,1,10.54,15.875,1,13.562,0.6628,0.75,1.68e-06,107,38
24,6.757,0.269,0.472,1.4018,0.78,2.0075,8.1056,0.54,0.000437,0.113277,0.6825,0.32,0.44,-40.0792,26.947,5.777,17.638,6.805,0.601,0.8775,3.74776,0,0.6366,405.1,0,1,21.81,25.45,5.13,2.64,45.1,16.3,0.0015812,3362.503138939952,1,3.16,7.446,1,3.423,1.2557,0.89,1.94e-06,81,6
25,5.154,0.568,0.737,5.9319,0.39,1.833,3.2983,0.56,0.000157,0.138909,0.1135,0.78,0.8,64.5724,32.202,9.465,18.324,5.509,0.955,0.8852,3.75637,0,0.6826,1100.6,4,1,18.48,21.53,3.79,1.43,41.8,15.4,0.0009813,5575.416859016723,1,9.612,10.358,1,12.949,2.8498,0.81,1.33e-06,109,20
26,2.576,0.774,0.691,2.6121,0.5,1.1346,11.1906,0.29,0.000249,0.069738,0.1909,0.58,0.34,85.0541,95.758,5.771,19.428,6.362,0.653,0.8154,5.10133,2,0.6119,958.5,0,0,18.3,24.32,3.31,1.21,36.4,17.3,0.0018226,4700.905645747347,1,6.558,10.516,0,2.767,1.785,0.88,1.3e-06,110,14
27,4.324,0.751,0.669,4.5667,0.38,1.8068,6.4355,0.52,0.000516,0.097987,0.2129,0.74,0.47,89.0527,86.613,9.101,9.829,7.991,0.674,0.8396,3.68401,0,0.7943,1488.8,3,0,23.28,25.5,2.34,1.75,40.6,15.6,0.0017135,7007.799603425132,1,11.007,17.018,0,5.873,1.368,0.97,1.53e-06,76,16
28,5.366,0.544,0.31,1.3531,0.36,2.5425,10.9205,0.24,0.000665,0.109116,0.4116,0.21,0.78,-20.6355,84.269,4.657,14.458,7.028,0.661,0.8124,3.12828,1,0.6849,484.9,1,1,24.65,25.17,1.65,2.89,39.5,12.3,0.0002298,3036.4386178760774,0,5.734,8.644,1,12.323,0.6352,0.91,1.16e-06,91,6
29,6.481,0.625,0.439,5.9656,0.53,2.4096,4.0181,0.43,0.000323,0.099794,0.556,0.35,0.3,57.2883,61.815,3.97,6.65,7.728,0.653,0.8717,3.36315,0,0.6544,1107.8,0,2,18.09,23.56,2.57,0.04,36.4,11.3,0.0015985,4173.9351763390005,0,1.444,7.188,1,13.937,2.7788,1.0,1.75e-06,108,12
30,5.363,0.754,0.408,3.1389,0.49,1.7147,6.3366,0.55,0.000314,0.140739,0.303,0.29,0.35,57.0898,59.032,8.209,12.315,3.098,0.976,0.7847,4.20933,0,0.5034,1304.4,2,1,23.88,24.02,0.57,1.33,42.4,13.4,0.0019129,2119.4448520882784,1,6.022,17.515,1,12.24,2.5199,0.74,1.75e-06,68,31
31,6.937,0.7,0.332,4.9014,0.3,2.0494,3.592,0.26,0.000433,0.092969,0.2229,0.72,0.83,28.955,98.83,4.135,13.39,3.961,0.796,0.9357,4.02912,0,0.6905,522.7,2,0,22.47,22.59,1.86,3.32,30.4,16.6,0.0010865,9529.364301213373,0,9.145,9.063,1,7.965,1.7603,0.85,1.73e-06,81,6
32,4.199,0.334,0.155,5.1376,0.3,1.0107,4.5649,0.58,0.000416,0.095152,0.683,0.77,0.39,25.593,14.902,8.282,9.962,7.56,0.961,0.6677,3.94767,1,0.8302,1160.1,1,2,18.57,23.69,2.1,2.42,43.9,12.8,0.0003372,9298.60433300627,1,9.656,9.391,0,1.433,1.6235,0.7,1.56e-06,61,3
33,6.893,0.776,0.131,4.658,0.35,1.6925,3.6125,0.58,0.00034,0.135556,0.5853,0.58,0.43,-47.3825,12.639,7.522,16.282,6.841,0.762,0.7358,3.4325,2,0.7286,1336.1,2,1,23.85,26.95,1.38,3.72,34.2,13.1,0.0006312,3950.907147016167,1,3.527,19.882,1,6.238,0.6423,0.68,1.12e-06,98,26
34,5.47,0.582,0.659,3.7686,0.31,0.5837,5.2797,0.21,0.000487,0.119491,0.9818,0.35,0.74,-5.7147,24.572,6.311,18.565,6.578,0.838,0.8561,3.47938,2,0.6846,1342.3,0,0,20.57,22.22,5.76,5.65,45.8,12.7,0.0011895,11446.055283113858,1,11.981,13.791,1,3.984,1.5985,0.88,1.95e-06,64,33
35,6.474,0.676,0.134,6.5722,0.26,0.9183,4.5994,0.45,0.000168,0.080722,0.62,0.47,0.52,-62.4219,68.085,4.904,15.781,4.76,0.79,0.9124,4.94841,1,0.7263,905.7,0,1,23.09,26.15,3.84,1.82,33.3,15.6,0.0004674,12333.278383471194,0,0.015,16.92,1,6.916,2.5176,0.7,1.69e-06,67,7
36,3.645,0.609,0.745,3.6679,0.45,2.9751,10.2404,0.57,0.000688,0.127875,0.4576,0.34,0.22,61.43,66.668,8.579,16.886,4.487,0.621,0.8562,5.38363,2,0.6497,1118.3,4,1,22.73,25.44,4.71,0.64,43.1,10.7,0.0012923,7004.2976101011645,0,2.337,19.512,1,1.979,1.3168,0.97,1.94e-06,26,3
37,5.978,0.255,0.191,5.5865,0.63,2.1276,6.2733,0.38,0.000653,0.120999,0.9822,0.5,0.45,28.829,17.955,6.179,19.572,5.678,0.956,0.6775,3.17516,2,0.5291,433.7,2,0,21.73,25.94,1.48,0.88,40.0,16.6,0.0015205,8557.232413168173,0,0.019,8.301,0,14.541,0.8691,0.66,1.3e-06,20,5
38,3.3,0.781,0.622,2.4183,0.47,1.6594,9.6728,0.35,0.000605,0.080529,0.6084,0.56,0.26,71.2735,57.504,9.808,9.858,4.171,0.659,0.7252,4.00211,1,0.5577,1453.1,1,1,22.28,24.85,5.42,5.43,36.8,12.2,0.0002968,8983.151501023814,1,2.596,19.617,0,3.079,2.8348,0.97,1.82e-06,94,11
39,2.361,0.709,0.884,3.844,0.68,2.323,6.6896,0.51,0.000605,0.063094,0.1599,0.54,0.55,-45.533,18.359,3.675,16.791,4.705,0.944,0.8914,4.08462,0,0.5844,883.6,3,2,19.03,26.79,2.79,3.99,45.5,16.8,0.0003829,6480.90676330103,1,2.109,11.752,0,6.563,1.7894,0.67,1.48e-06,111,22
40,5.508,0.613,0.496,4.7008,0.28,2.5554,4.2641,0.51,0.000322,0.112769,0.7088,0.3,0.48,43.2898,17.923,4.554,7.731,7.642,0.622,0.8203,4.57932,1,0.8215,620.2,4,0,22.47,26.88,3.98,3.38,45.4,10.4,0.000648,8008.944729763457,1,3.148,15.561,0,9.093,0.9228,0.68,1.08e-06,81,15
41,3.256,0.593,0.427,1.7486,0.78,2.945,11.5815,0.28,0.000508,0.086283,0.9926,0.29,0.75,13.8533,93.842,3.306,16.074,6.492,0.903,0.9599,4.12729,2,0.5711,586.5,4,1,21.04,22.08,5.96,3.95,33.1,14.5,0.0005922,3804.322754472273,1,2.698,16.441,0,7.883,1.4501,0.78,1.03e-06,38,27
42,1.474,0.547,0.212,5.2759,0.76,1.8609,2.752,0.47,0.000325,0.090579,0.2686,0.56,0.78,48.1276,75.255,5.709,14.291,6.486,0.669,0.8035,3.73501,2,0.7137,561.8,3,1,18.81,21.47,4.57,5.79,49.6,14.1,0.0002993,12522.379622670476,0,2.86,19.711,0,5.583,1.1941,0.93,1.91e-06,75,16
43,2.612,0.463,0.146,4.8435,0.61,1.2526,6.136,0.38,0.000589,0.140065,0.7863,0.26,0.44,-77.5068,89.835,2.842,16.555,4.096,0.841,0.7103,4.34925,1,0.5499,959.0,0,1,24.61,26.09,3.34,0.15,31.6,11.3,0.0013567,6653.377621050696,0,10.259,10.274,0,10.723,0.8837,0.8,1.76e-06,46,12
44,5.254,0.218,0.13,3.2413,0.37,1.0221,5.942,0.29,0.00029,0.098545,0.3469,0.33,0.77,-86.0824,21.524,8.234,18.91,7.232,0.844,0.6439,5.46212,1,0.7713,825.8,0,2,22.9,25.28,2.8,1.28,42.7,11.3,0.0016364,4866.19902564394,1,8.377,14.277,0,2.069,1.679,0.67,1.61e-06,37,19
45,4.252,0.464,0.709,3.2179,0.5,2.6508,4.6135,0.45,0.00018,0.123773,0.2775,0.37,0.83,-78.3319,41.824,8.087,16.827,5.851,0.977,0.7403,4.7758,0,0.7003,895.1,3,1,18.99,21.73,0.36,5.34,35.8,11.1,0.001286,11578.174977060624,0,10.89,5.411,0,14.967,1.9476,0.88,1.04e-06,116,39
46,5.468,0.615,0.455,1.531,0.4,2.347,8.1168,0.48,0.000347,0.084783,0.6982,0.75,0.71,82.7585,73.371,6.733,18.547,4.81,0.94,0.6296,3.30153,1,0.7301,1027.0,0,1,22.33,26.46,0.48,5.4,44.7,15.8,0.0018984,4386.363830887164,0,11.924,12.847,1,10.759,2.1934,0.71,1.58e-06,50,12
47,3.933,0.712,0.545,6.617,0.46,1.5455,2.6809,0.52,0.000572,0.149973,0.2609,0.54,0.42,-2.5375,37.887,6.525,13.141,4.786,0.831,0.7467,4.8208,2,0.7785,815.6,3,0,18.84,25.76,0.51,5.17,39.9,17.8,0.0014909,2267.327751141245,0,6.789,7.585,0,10.583,1.8527,0.76,1.8e-06,86,28
48,2.656,0.473,0.205,4.276,0.5,1.2764,7.4669,0.41,0.000248,0.055512,0.4245,0.25,0.8,75.6336,87.778,7.413,15.724,4.452,0.941,0.6272,3.60621,1,0.7041,710.1,4,0,18.01,26.86,2.97,5.8,46.9,17.2,0.0008786,5216.839973789702,0,5.774,8.756,1,9.768,0.9185,0.85,1.51e-06,98,15
49,6.325,0.266,0.601,4.5383,0.6,1.2832,5.1613,0.22,0.000129,0.106761,0.5835,0.38,0.32,-19.7514,13.152,4.238,14.835,7.611,0.716,0.8624,3.30984,1,0.5954,742.2,2,1,22.9,23.25,5.9,3.05,32.7,15.5,0.0006963,9135.068613825475,1,5.552,15.501,0,11.526,1.1647,0.71,1.97e-06,63,8
50,6.268,0.347,0.382,6.1481,0.53,2.4763,6.7778,0.32,0.000533,0.07227,0.4541,0.89,0.69,-15.2507,22.995,7.977,13.692,5.219,0.697,0.8085,3.28558,2,0.6916,1051.8,0,1,19.4,22.93,3.83,5.71,36.5,15.8,0.0009242,5645.96465838059,0,5.832,17.348,0,5.055,2.8971,0.72,1.71e-06,24,24
51,4.446,0.592,0.439,6.5352,0.41,2.4528,5.0059,0.32,0.000383,0.070775,0.1753,0.89,0.55,65.6322,81.54,9.142,16.705,5.115,0.982,0.8066,3.32507,0,0.5588,566.5,1,2,20.21,25.92,4.44,2.9,40.9,17.9,0.0017606,12031.358409103972,1,4.433,5.827,0,4.68,2.6492,0.89,1.95e-06,69,5
52,5.543,0.679,0.229,4.9095,0.38,2.3975,3.0516,0.32,0.000633,0.056341,0.6387,0.9,0.32,-55.1546,87.614,6.189,11.39,4.616,0.891,0.6173,3.88318,0,0.7279,1478.0,4,2,24.19,25.39,1.18,1.39,43.5,17.0,0.0016502,8081.259331769239,1,6.589,12.9,0,14.259,1.0301,0.8,1.6e-06,64,32
53,4.435,0.593,0.395,5.6223,0.41,2.5704,3.1051,0.29,0.00061,0.099825,0.9621,0.57,0.65,36.5683,78.475,7.35,19.586,6.734,0.875,0.7026,5.11838,2,0.6477,940.5,2,2,20.47,25.79,4.68,1.62,32.0,10.0,0.0013718,13521.483491452307,0,11.493,5.584,0,3.267,2.5364,0.84,1.07e-06,67,39
54,3.628,0.339,0.524,1.037,0.58,1.4532,11.0784,0.49,0.000474,0.149045,0.4166,0.54,0.84,-26.5746,27.782,6.643,7.909,7.656,0.787,0.7889,3.02512,0,0.5452,1015.7,2,2,19.98,20.27,2.38,3.23,32.0,10.1,0.0015474,6907.014566014792,1,9.16,7.299,1,4.412,1.4849,0.77,1.88e-06,106,39
55,5.587,0.76,0.458,2.7415,0.49,2.3022,3.4649,0.47,0.00024,0.12695,0.7758,0.61,0.23,-2.828,32.672,6.721,9.345,5.321,0.747,0.8726,4.67899,2,0.6577,653.9,0,2,20.02,26.02,3.6,1.89,48.1,12.5,0.0018502,13154.587164406135,0,7.947,7.907,1,12.543,2.1056,0.77,1e-06,117,38
56,1.442,0.278,0.393,3.3222,0.53,1.9405,7.8475,0.35,0.000361,0.060491,0.1816,0.42,0.69,67.3903,84.235,7.375,7.931,4.989,0.743,0.889,4.76277,1,0.5456,330.1,0,2,19.13,21.59,0.82,3.96,45.4,12.1,0.0008028,6122.049135762283,0,11.514,6.306,1,11.41,2.2876,0.73,1.37e-06,41,26
57,2.357,0.649,0.835,5.2986,0.38,1.4282,3.5234,0.27,0.000317,0.101486,0.9925,0.33,0.38,85.942,18.157,7.476,9.937,7.247,0.992,0.8607,5.27799,1,0.7847,985.0,4,2,18.01,25.76,0.07,2.39,35.0,17.7,0.0004556,3816.3848308747347,0,9.88,7.321,0,4.473,1.6418,0.86,1.35e-06,68,23
58,5.621,0.704,0.851,3.2655,0.63,0.5876,8.118,0.23,0.000398,0.093433,0.936,0.9,0.4,80.2822,14.469,4.752,11.604,4.01,0.857,0.9372,4.31456,0,0.8577,1056.9,3,0,23.17,23.6,5.03,5.9,37.3,17.3,0.0014941,8844.199906575888,0,9.972,8.685,0,1.418,0.6607,0.82,1.57e-06,110,28
59,3.172,0.691,0.188,1.3872,0.31,2.8682,4.5966,0.48,0.000407,0.083465,0.2359,0.39,0.68,-72.9376,59.868,2.88,15.025,3.411,0.681,0.7855,3.42514,0,0.5821,645.9,3,0,18.09,26.15,0.01,2.88,37.2,12.9,0.000913,12212.722579234158,1,3.499,9.004,1,8.3,1.5518,0.76,1.63e-06,103,7
60,4.91,0.452,0.887,6.779,0.51,0.8455,9.7396,0.36,0.000594,0.091066,0.8957,0.33,0.53,31.4751,31.042,4.021,6.407,5.669,0.839,0.7864,4.56872,2,0.6738,415.0,2,2,20.0,25.53,1.97,2.33,42.4,13.4,0.0018897,5600.846313388422,0,0.333,13.227,1,11.13,1.64,0.65,1.84e-06,121,17
61,4.71,0.285,0.16,0.4973,0.37,1.112,2.5463,0.31,0.000499,0.07589,0.7604,0.32,0.23,-76.0447,53.93,2.878,16.17,5.362,0.981,0.73,4.35602,0,0.7056,1286.8,4,0,24.78,25.33,1.25,2.09,34.0,15.9,0.0003124,13839.058489076158,1,2.117,19.051,1,12.527,2.4149,0.66,1.03e-06,109,29
62,4.162,0.456,0.678,3.8671,0.51,1.5747,10.4704,0.33,0.000104,0.10909,0.42,0.45,0.86,-14.5848,86.01,3.556,13.564,5.648,0.804,0.7271,4.87438,1,0.5412,1427.3,4,0,23.13,26.83,0.37,4.99,39.1,17.0,0.0012709,9832.436618773918,1,3.421,16.737,0,1.518,2.9251,0.86,1.27e-06,118,12
63,6.371,0.568,0.235,6.2722,0.29,1.8911,2.7812,0.55,0.000205,0.053634,0.7943,0.3,0.23,-73.7912,30.609,9.186,13.337,7.105,0.808,0.7658,3.83528,2,0.8342,980.5,4,1,24.96,25.74,2.22,2.2,42.7,10.0,0.0019455,5993.271219122888,1,3.346,9.774,1,1.351,2.826,0.88,1.2e-06,26,32
64,5.842,0.398,0.758,1.0803,0.35,0.6225,11.9296,0.49,0.000422,0.062654,0.3674,0.37,0.26,-13.0339,43.888,8.816,15.504,6.69,0.851,0.9564,4.11106,2,0.7838,964.8,0,1,24.78,26.18,2.42,1.8,31.0,14.4,0.0008591,11248.333589947091,1,10.992,15.428,1,6.701,2.17,0.8,1.71e-06,109,32
65,3.492,0.419,0.456,5.6393,0.29,2.7887,11.0825,0.45,0.000253,0.146634,0.1498,0.78,0.37,71.5807,33.255,6.058,9.081,7.869,0.895,0.893,4.53118,0,0.5707,684.7,3,0,21.0,23.06,1.15,2.4,38.6,16.5,0.0009873,3798.781995267771,0,3.476,15.628,0,13.741,2.7868,0.67,1.24e-06,65,17
66,5.459,0.205,0.818,2.0111,0.56,1.2476,7.3153,0.34,0.000498,0.114363,0.1533,0.85,0.41,2.3074,15.263,6.996,15.516,7.324,0.991,0.7163,3.91812,0,0.5379,455.9,1,0,22.09,25.11,4.9,2.69,46.0,10.2,0.0010679,3449.3515257984864,1,7.83,17.226,1,8.608,2.3499,0.83,1.98e-06,100,39
67,3.729,0.425,0.287,6.2295,0.66,0.7971,3.7566,0.22,0.000528,0.145532,0.3137,0.5,0.58,30.7444,25.979,2.922,17.528,6.855,0.975,0.905,3.19149,0,0.846,357.4,4,2,20.73,21.87,4.52,1.06,36.2,15.4,0.0017721,11291.761284647666,0,1.752,18.936,0,13.306,1.0309,0.94,1.49e-06,44,30
68,6.11,0.638,0.789,3.1275,0.56,0.5041,10.3568,0.55,0.000373,0.077931,0.4429,0.86,0.5,-65.257,37.037,9.567,10.385,3.665,0.688,0.8867,3.48787,2,0.7077,1248.4,2,0,19.13,20.41,5.44,3.05,43.8,17.5,0.001435,9104.828493805082,1,1.014,18.542,1,5.841,1.8176,0.89,1.43e-06,75,30
69,4.894,0.716,0.538,6.0039,0.63,1.1986,7.2571,0.4,0.0001,0.077017,0.3431,0.23,0.32,-1.0993,37.666,7.469,9.628,7.299,0.885,0.6673,3.05817,1,0.6605,715.5,3,1,23.64,24.56,1.26,3.52,45.2,10.2,0.0012149,10455.447268900574,0,1.261,5.916,1,4.194,2.6631,0.84,1.66e-06,117,21
