id,elv3_window_u_value,elv3_window_shgc,elv3_window_transmittance,ext_wall_rsi,ground_floor_elevation_3_wwr,slab_on_grade_ffactor,roof_rsi,air_infiltration_rate_ventilation_on,air_infiltration_rate_ventilation_off,single_patron_door_infiltration,backdoor_rsi,roof_solar_absorptance,roof_thermal_absorptance,building_orientation,building_depth,ground_floor_height,large_store_width,small_store_width,ahu_motor_efficiency,ahu_burner_efficiency,cooling_cop,ahu_fan_speeds,ahu_fan_efficiency,ahu_fan_pressure_rise,economizer_type,exhaust_air_heat_recovery,temp_setpoint_heating_occupied,temp_setpoint_cooling_occupied,temp_setpoint_heating_setback,temp_setpoint_cooling_setback,supply_air_temp_heating,supply_air_temp_cooling,outdoor_air_flow_per_area,exterior_lighting_w,exterior_lighting_sch,ground_allowance_lpd,ground_lpd,lighting_occ_sensor,equipment_power_density,hot_water_skin_loss,water_heater_efficiency,hot_water_peak_flow,large_max_occupant_density,small_max_occupant_density
14,5.224,0.243,0.214,5.7164,0.69,1.3267,11.9688,0.27,0.000188,0.089692,0.5339,0.72,0.56,46.669,94.638,8.053,14.694,7.376,0.756,0.8912,4.86263,2,0.6477,1366.3,0,0,20.21,20.45,3.9,1.19,46.9,16.6,0.0005356,6819.524466318922,0,9.462,15.628,1,11.834,1.1981,0.73,1.3e-06,106,24
15,1.646,0.718,0.207,3.3586,0.46,2.5385,9.7061,0.39,0.000688,0.062097,0.7633,0.24,0.48,-32.2197,43.314,7.175,7.669,6.725,0.626,0.8839,4.07758,1,0.8219,1404.5,1,2,19.49,26.1,4.19,0.72,35.6,10.5,0.0003292,6649.631624207263,1,4.128,13.546,1,2.46,1.7498,0.65,1e-06,108,28
16,6.704,0.478,0.111,0.9573,0.61,2.3247,5.2198,0.5,0.000149,0.109769,0.3424,0.29,0.83,-0.9684,78.856,2.686,17.968,3.132,0.926,0.7572,4.76752,2,0.8147,1294.0,4,0,24.41,25.21,0.29,3.96,48.3,13.2,0.0017808,5752.068706170819,1,3.768,19.597,1,7.12,2.2599,0.67,1.13e-06,27,38
17,1.498,0.567,0.315,4.9446,0.59,2.4553,4.8347,0.37,0.000239,0.058208,0.9588,0.71,0.22,76.7435,82.095,6.976,14.163,6.465,0.757,0.7691,3.77378,1,0.8431,974.4,2,0,21.31,25.55,0.24,5.07,42.8,12.4,0.0012642,13568.74768346575,0,9.915,17.67,1,4.736,2.8096,0.67,1.31e-06,61,22
18,2.256,0.557,0.485,2.4477,0.65,1.1327,10.5715,0.47,0.000438,0.053548,0.9949,0.79,0.77,-81.0177,49.627,9.11,17.795,6.659,0.94,0.9367,4.28732,0,0.6339,374.9,0,2,18.98,26.03,4.13,3.24,47.1,13.8,0.001905,5366.64167317847,0,7.875,7.553,1,6.692,0.7555,0.87,1.98e-06,74,30
19,3.844,0.213,0.325,6.7539,0.26,1.1866,2.0438,0.45,0.000487,0.080033,0.9219,0.58,0.64,-13.0787,95.357,9.508,11.903,4.618,0.954,0.8396,5.43741,0,0.8176,653.0,2,2,19.09,20.27,3.96,4.51,46.8,12.0,0.0007567,6700.501460192221,1,3.722,18.113,1,12.54,2.2049,0.7,1.9e-06,46,35
20,3.336,0.526,0.501,2.9846,0.49,2.0846,8.327,0.33,0.000183,0.069644,0.9332,0.68,0.83,-49.7127,97.015,7.299,8.74,3.154,0.676,0.7909,4.29869,2,0.6285,310.2,2,2,20.57,24.42,1.49,4.99,41.0,17.7,0.0009909,3049.2871044073936,1,4.516,10.286,0,12.145,2.6507,0.87,1.22e-06,84,11
21,1.662,0.653,0.668,4.7765,0.84,2.8715,5.9981,0.24,0.00036,0.148312,0.9773,0.42,0.61,10.6785,55.023,2.699,15.795,6.733,0.737,0.8934,5.47591,1,0.7543,467.6,3,2,21.27,26.99,5.29,1.93,39.4,13.4,0.0006286,10926.720141942242,0,4.121,17.89,0,3.565,2.228,0.78,2e-06,50,12
22,3.607,0.407,0.461,2.7493,0.59,1.3522,3.0734,0.29,0.0001,0.070647,0.2226,0.87,0.69,33.1653,65.654,9.731,16.081,5.372,0.797,0.6548,3.76005,1,0.5988,981.1,2,1,20.1,25.76,2.01,1.89,41.4,15.0,0.0015209,5944.1847108719885,1,9.641,7.567,0,3.42,2.5112,0.87,1.09e-06,100,12
23,5.931,0.57,0.101,5.4529,0.6,2.1475,4.0771,0.42,0.000182,0.055075,0.517,0.43,0.61,17.4265,38.598,6.271,16.4,3.895,0.753,0.6744,3.35485,0,0.7501,858.5,4,0,18.04,26.79,1.87,0.01,33.0,10.4,0.0003812,4394.940890275711,0,7.689,13.639,0,11.462,2.4132,0.89,1.89e-06,75,32
24,3.199,0.652,0.892,6.7208,0.41,1.4085,6.9759,0.57,0.000648,0.07071,0.9737,0.74,0.47,80.5536,74.562,7.414,14.72,6.069,0.943,0.8119,3.17908,0,0.5202,605.8,3,1,18.21,20.93,5.28,5.06,46.3,17.7,0.0004614,9266.585317153178,0,1.953,8.763,1,6.227,1.888,0.95,1.97e-06,53,33
25,5.028,0.564,0.278,1.9386,0.28,2.2116,9.5779,0.36,0.00021,0.081026,0.9701,0.46,0.76,-1.9244,41.706,7.549,19.071,3.304,0.966,0.8697,4.93087,1,0.5298,1144.7,2,1,20.58,24.86,0.35,5.88,45.0,14.6,0.0016236,5794.627541343214,1,7.017,11.887,1,13.087,2.8259,0.97,1.19e-06,53,11
26,6.71,0.575,0.595,1.0421,0.8,2.0798,11.8314,0.36,0.000377,0.131238,0.794,0.6,0.22,1.952,36.566,2.801,19.986,7.854,0.653,0.6991,3.28781,2,0.5462,1100.2,2,0,24.06,25.85,5.02,3.19,43.8,16.1,0.0009782,3488.730365799443,0,7.377,16.482,1,7.179,1.0718,0.93,1.11e-06,88,28
27,4.739,0.258,0.511,1.3033,0.41,0.5571,7.3297,0.46,0.000605,0.124341,0.5828,0.65,0.25,-86.1129,97.117,4.236,16.097,5.427,0.777,0.6067,4.71301,2,0.5545,1452.8,4,1,21.11,24.99,5.65,3.96,50.0,12.6,0.0010039,10398.981888444616,0,7.723,14.103,1,5.44,0.7075,0.67,1.4e-06,125,23
28,5.864,0.356,0.548,5.9545,0.42,0.849,7.9624,0.27,0.000221,0.133063,0.5445,0.81,0.34,29.342,67.11,6.281,13.254,5.656,0.749,0.8247,3.08459,2,0.6016,1062.7,2,0,18.06,20.18,3.5,3.42,33.2,14.2,0.001725,6082.827068810933,1,3.778,12.447,0,6.047,0.7221,0.93,1.72e-06,120,22
29,2.697,0.734,0.789,4.2321,0.36,1.9837,6.3772,0.47,0.00039,0.150005,0.7925,0.73,0.64,-10.2287,12.277,7.803,12.207,7.763,0.936,0.9443,4.64738,1,0.7973,535.3,4,1,23.97,24.77,4.06,0.6,48.7,17.0,0.0010345,4403.065320182999,1,5.662,17.529,1,5.281,1.336,0.7,1.73e-06,36,5
30,6.313,0.441,0.796,4.0741,0.3,1.5401,10.1195,0.23,0.000232,0.103258,0.7895,0.41,0.79,44.244,20.708,6.987,15.237,3.372,0.892,0.8797,3.91617,0,0.8499,400.1,3,2,22.51,25.11,1.19,3.0,43.7,13.4,0.0018189,10951.703428719333,1,7.624,7.617,0,2.997,1.4354,0.81,1.79e-06,30,22
31,4.532,0.299,0.374,3.7855,0.37,2.4044,3.3765,0.3,0.000299,0.084155,0.9337,0.69,0.52,85.0994,13.353,4.249,15.15,6.173,0.701,0.7237,4.20221,0,0.6015,1300.1,2,2,23.67,26.93,3.76,3.73,49.1,13.5,0.0002759,4710.27976575338,0,3.609,16.958,0,8.398,1.7328,0.87,1.58e-06,64,2
32,5.462,0.724,0.288,4.0542,0.35,2.6913,3.7744,0.37,0.000249,0.13718,0.1812,0.77,0.5,75.6291,78.091,9.721,8.42,4.113,0.803,0.6348,5.06139,0,0.7775,411.2,1,1,19.8,20.4,1.76,4.37,35.0,16.6,0.0009712,12855.282283846704,1,5.433,12.601,1,10.727,2.7641,0.76,1.5e-06,31,40
33,3.737,0.233,0.105,6.5085,0.64,1.4158,6.775,0.33,0.00052,0.056117,0.2046,0.27,0.83,-33.999,64.263,6.328,9.255,5.904,0.875,0.7617,3.20235,0,0.6565,1229.2,2,2,23.72,25.44,2.54,0.58,46.0,11.5,0.001258,7998.243078383034,1,9.319,7.806,0,7.422,1.3997,0.75,1.28e-06,33,18
34,4.006,0.499,0.39,5.2336,0.36,0.5634,3.293,0.36,0.00031,0.097287,0.2382,0.51,0.33,26.2592,34.986,6.569,9.849,3.231,0.749,0.6768,5.28599,0,0.5882,329.2,1,0,18.8,20.06,0.64,2.65,44.3,13.9,0.0018731,8562.673717875656,1,1.047,7.148,0,11.091,1.0903,0.89,1.66e-06,62,21
35,4.744,0.425,0.736,1.2609,0.36,2.0165,8.0274,0.26,0.000645,0.099343,0.2522,0.28,0.5,42.384,17.695,8.477,6.881,6.846,0.886,0.9488,3.03277,0,0.5179,985.6,0,1,20.35,25.06,2.35,2.94,46.6,16.4,0.0016429,9031.927336017368,1,11.366,7.493,0,12.104,0.9512,0.83,1.36e-06,32,8
36,3.484,0.49,0.218,1.6925,0.38,2.7639,5.1306,0.29,0.000357,0.08513,0.7428,0.6,0.77,88.2887,33.248,9.915,14.362,4.815,0.768,0.7298,4.20379,2,0.6849,463.5,3,0,20.59,23.66,3.98,4.49,43.4,13.8,0.0007362,8875.240806524078,0,0.482,11.503,1,1.71,2.9284,0.82,1.9e-06,98,2
37,1.58,0.53,0.717,1.5267,0.55,2.1433,5.9827,0.3,0.000211,0.126504,0.4212,0.28,0.53,39.1229,41.041,3.791,11.497,4.668,0.956,0.862,5.00913,0,0.7433,1154.9,2,0,24.33,26.42,0.11,0.84,38.1,17.8,0.0016592,3180.328758401911,1,1.245,19.131,0,8.704,2.0322,0.96,1.61e-06,60,17
38,4.925,0.589,0.84,0.9048,0.29,2.1104,8.6485,0.51,0.000135,0.082761,0.3108,0.28,0.83,82.2239,89.676,7.346,7.521,6.911,0.721,0.7967,4.67772,1,0.8264,688.6,3,0,22.11,26.8,1.41,2.67,33.7,17.4,0.0008372,12644.986877912876,0,2.322,18.61,0,9.191,2.4595,0.67,1.13e-06,81,23
39,3.035,0.353,0.507,3.4709,0.38,0.7234,2.9364,0.45,0.000282,0.076393,0.9242,0.76,0.36,45.491,76.571,6.38,6.987,6.245,0.671,0.6034,5.26937,0,0.8408,767.9,1,2,18.51,25.95,2.89,2.05,48.6,10.2,0.0003138,10074.715053507593,0,9.857,16.699,0,9.47,1.1715,0.75,1.42e-06,28,18
40,3.815,0.648,0.299,4.2765,0.33,1.5943,8.8574,0.46,0.000217,0.133015,0.2501,0.64,0.54,-31.013,74.106,4.022,10.893,5.378,0.902,0.6986,4.90231,2,0.7304,447.0,4,0,20.72,25.53,4.46,1.28,42.4,13.6,0.0010133,7834.116252763847,1,6.963,14.657,0,7.373,0.6214,0.86,1.15e-06,109,6
41,5.393,0.3,0.432,5.4314,0.28,1.1158,7.5253,0.43,0.00013,0.117311,0.6056,0.64,0.41,19.9117,72.411,6.873,11.608,3.703,0.745,0.7177,4.26877,0,0.5625,1388.9,0,1,22.65,23.62,0.66,5.58,31.8,14.9,0.0016717,13887.336031195435,0,8.652,19.114,1,1.944,0.8406,0.77,1.19e-06,41,10
42,2.788,0.34,0.636,4.5174,0.45,2.1334,3.9914,0.54,0.000127,0.076152,0.1072,0.43,0.43,83.5287,19.428,5.953,16.655,6.833,0.819,0.7649,4.60025,2,0.8575,739.3,2,2,22.0,24.54,3.45,2.9,30.7,12.1,0.0018566,4101.901949115375,1,7.422,7.338,0,7.576,1.0463,0.92,1.04e-06,116,20
43,4.639,0.642,0.265,0.9243,0.44,2.8947,2.991,0.39,0.000415,0.146742,0.4818,0.4,0.36,-19.0036,79.474,4.743,18.322,4.715,0.746,0.84,5.38483,1,0.5817,429.8,2,2,22.2,26.32,1.48,4.89,42.5,16.4,0.0006697,4431.653037409651,0,9.681,12.988,1,11.921,1.9949,0.98,1.7e-06,22,12
44,5.72,0.555,0.28,6.9774,0.29,2.7593,9.1495,0.56,0.000345,0.122617,0.9801,0.9,0.75,76.9141,28.654,5.439,11.745,4.69,0.939,0.6233,5.13862,0,0.6573,373.7,2,1,22.48,25.27,2.25,0.41,41.2,12.9,0.0014962,12000.586989445868,0,8.953,14.864,1,14.632,0.7461,0.72,1.93e-06,97,13
45,4.965,0.521,0.64,0.8331,0.49,2.8739,11.8871,0.41,0.000434,0.115649,0.1507,0.71,0.25,-26.4134,41.453,4.842,10.122,7.526,0.797,0.8359,5.02413,1,0.785,1213.7,1,2,24.7,25.38,3.49,0.41,33.4,16.0,0.0002681,12513.69745872353,1,7.003,18.684,0,10.155,1.2772,0.89,1.18e-06,112,26
46,5.81,0.651,0.864,6.1146,0.68,1.1446,4.907,0.27,0.000317,0.057111,0.5483,0.57,0.62,8.2183,80.029,9.365,13.176,4.905,0.843,0.7047,4.19733,0,0.6963,1353.2,4,0,20.45,25.05,2.76,2.68,32.0,12.0,0.0011174,7207.5272094842,1,8.48,6.818,1,7.671,1.1988,0.78,1.82e-06,99,32
47,1.636,0.793,0.377,5.0214,0.59,1.3114,8.7426,0.24,0.000662,0.069233,0.6769,0.44,0.7,15.0575,45.917,4.432,7.239,4.52,0.857,0.7309,3.1194,1,0.8042,1151.5,4,0,21.46,23.58,4.88,3.84,30.1,16.5,0.0003985,8706.299729053557,0,7.201,9.88,1,11.857,1.8754,0.98,1.62e-06,71,29
48,4.446,0.786,0.243,3.2412,0.47,0.8439,8.9275,0.21,0.000495,0.073451,0.8258,0.34,0.81,89.7754,96.918,6.546,11.654,3.731,0.625,0.8795,3.13194,1,0.7693,1364.1,4,0,23.26,25.14,5.92,0.98,34.6,17.4,0.0018811,2869.87807239245,0,8.222,17.061,0,11.904,2.2059,0.65,1.36e-06,30,6
49,2.53,0.768,0.769,3.3462,0.72,2.6707,10.2218,0.44,0.00029,0.107507,0.282,0.54,0.23,-81.7391,54.534,5.07,10.748,4.413,0.816,0.9103,3.64972,0,0.765,703.3,4,0,24.14,26.55,4.0,1.93,43.2,13.1,0.0015255,4974.93286037783,0,3.629,11.494,0,7.394,1.3243,0.94,1.07e-06,64,19
50,6.299,0.513,0.709,3.5952,0.28,2.3914,3.1483,0.25,0.000366,0.129426,0.5446,0.38,0.63,-13.5333,75.674,7.032,7.397,5.31,0.64,0.9155,5.07449,0,0.6037,1413.8,1,1,18.33,21.84,5.48,2.62,32.2,13.3,0.0011693,6897.264977276687,1,1.223,16.097,0,3.637,2.6326,0.84,1.42e-06,53,20
51,5.096,0.645,0.387,1.0332,0.33,2.9765,2.1271,0.55,0.00049,0.140985,0.2677,0.66,0.26,-8.0434,89.155,3.814,8.334,6.4,0.642,0.8454,3.13478,2,0.7372,304.7,2,0,21.81,22.63,5.14,5.37,42.1,11.1,0.0002614,13166.071264976834,0,11.609,14.095,1,10.902,1.0349,1.0,1.72e-06,78,11
52,5.458,0.281,0.799,3.1048,0.63,1.021,6.1509,0.2,0.000282,0.125933,0.9757,0.66,0.74,-15.9631,30.481,7.998,16.889,6.151,0.755,0.7257,4.91492,0,0.5248,460.1,2,2,19.82,20.85,4.86,5.41,46.5,14.7,0.0007454,11772.550896817538,1,8.528,18.131,1,13.934,1.6889,0.82,1.92e-06,32,40
53,4.408,0.327,0.663,0.4507,0.6,1.039,10.1125,0.38,0.000644,0.120263,0.9832,0.88,0.27,2.6536,68.337,4.825,7.609,7.573,0.793,0.7002,5.02343,2,0.8455,1217.8,1,0,23.82,24.43,1.36,0.57,46.3,12.0,0.0007616,12468.995711164429,0,3.036,15.309,0,13.445,2.9633,0.95,1.52e-06,109,37
54,1.56,0.685,0.326,4.4598,0.6,2.4864,8.6396,0.2,0.000208,0.074906,0.9791,0.71,0.33,-53.9346,68.65,7.293,19.388,3.355,0.924,0.7164,5.19717,2,0.7388,1136.0,2,2,18.12,22.3,4.97,3.58,44.6,15.7,0.0003326,5137.999368722081,1,10.631,15.502,0,1.776,2.6755,0.9,1.65e-06,109,20
55,4.887,0.276,0.714,1.2685,0.56,2.6703,4.253,0.5,0.000583,0.10735,0.402,0.71,0.75,-75.1961,12.696,4.801,9.148,5.207,0.95,0.8779,4.19544,0,0.7956,361.7,1,2,24.26,24.82,1.63,1.63,46.7,15.4,0.0016075,8904.743464218689,1,0.556,14.803,0,11.077,0.8893,0.69,1.09e-06,88,5
56,1.667,0.486,0.391,1.7244,0.36,2.2706,6.514,0.24,0.000694,0.067769,0.6541,0.5,0.62,-58.0741,47.522,6.123,6.288,4.111,0.944,0.8952,3.12596,2,0.8093,772.2,3,1,21.42,22.81,4.15,0.97,42.6,13.6,0.0011323,2637.928268578014,0,3.288,14.12,0,2.014,1.7478,0.8,1.8e-06,67,21
57,6.761,0.654,0.875,1.481,0.87,1.6582,4.9078,0.59,0.000618,0.122194,0.8904,0.71,0.81,-33.9061,43.345,3.204,9.654,7.905,0.647,0.7421,3.64687,1,0.7608,443.3,4,0,24.48,24.69,3.29,5.63,36.2,17.3,0.0016975,8104.228180182529,0,0.345,19.571,0,9.484,0.9068,0.98,1.98e-06,115,30
58,3.075,0.667,0.47,5.5263,0.46,0.9606,9.5519,0.34,0.000287,0.12394,0.7063,0.22,0.67,-31.9166,90.937,5.111,18.547,7.367,0.786,0.7726,3.43564,1,0.5546,1385.9,1,1,23.09,25.17,1.67,0.99,37.0,11.8,0.0004342,4856.508291944537,1,11.091,15.811,1,6.811,2.2054,0.78,1.51e-06,30,20
59,2.862,0.533,0.708,4.7667,0.73,2.6935,4.3274,0.57,0.000274,0.059303,0.1294,0.65,0.79,-11.4844,28.204,5.444,9.04,7.365,0.734,0.8646,3.81135,2,0.7862,1487.7,2,1,19.38,25.83,3.37,5.77,31.8,10.9,0.0017631,8203.229482493216,0,10.936,14.138,0,12.561,1.8518,0.91,1.17e-06,72,3
60,4.946,0.27,0.25,5.5147,0.62,2.0644,3.6708,0.58,0.000145,0.118689,0.2769,0.79,0.47,14.9449,77.496,6.9,16.602,6.2,0.846,0.9166,3.98673,2,0.8134,399.4,1,1,21.56,21.89,5.63,0.91,41.8,15.1,0.0009581,5822.091522986797,0,2.265,11.866,0,5.988,1.0256,0.66,1.64e-06,115,26
61,2.261,0.73,0.51,3.419,0.69,0.6411,2.8503,0.57,0.000495,0.057987,0.6177,0.57,0.85,-79.7606,59.931,4.092,18.889,6.438,0.623,0.6052,3.73988,0,0.7913,563.3,0,0,19.07,25.99,0.69,1.11,37.3,16.5,0.0008096,12144.96915390027,0,6.469,12.568,0,7.449,2.9627,0.68,1.35e-06,45,22
62,1.374,0.473,0.783,6.2322,0.39,1.8619,6.0186,0.55,0.000315,0.116568,0.1216,0.52,0.34,72.1093,15.195,4.377,7.389,4.411,0.956,0.6943,4.07893,2,0.6818,822.1,3,2,22.34,23.2,0.75,5.32,38.5,15.2,0.0016841,5844.325868740365,1,2.091,14.451,1,2.131,0.6489,0.67,1.89e-06,40,7
63,6.915,0.371,0.756,0.8797,0.52,0.5932,6.8348,0.42,0.000505,0.110182,0.7086,0.22,0.7,-61.7476,96.333,4.156,9.16,6.365,0.656,0.8665,3.85348,1,0.7932,792.3,1,0,24.32,24.7,4.27,0.81,30.4,12.6,0.0006863,7145.051509780961,1,2.564,18.386,0,5.556,2.7028,0.65,1.54e-06,66,11
64,6.597,0.565,0.242,1.0329,0.58,1.494,6.028,0.44,0.00034,0.145719,0.3728,0.53,0.65,-13.4028,98.592,5.26,18.644,3.239,0.891,0.6462,3.2434,2,0.7103,709.1,2,1,19.5,21.0,1.86,0.63,36.5,12.4,0.0018463,3618.6912175895272,0,0.914,9.005,0,5.783,2.4376,0.83,1.36e-06,69,7
65,6.411,0.49,0.135,6.4902,0.28,2.8308,7.5622,0.42,0.000325,0.083298,0.7444,0.41,0.33,80.3947,50.217,7.212,7.634,6.289,0.789,0.9263,3.36248,0,0.7673,498.9,1,0,21.48,25.25,2.49,2.62,36.7,10.1,0.0011712,2294.1044202154153,0,0.515,16.854,0,7.191,1.756,0.83,1.98e-06,56,24
66,5.131,0.641,0.817,2.3138,0.31,2.9025,11.7164,0.55,0.000128,0.066699,0.6849,0.71,0.74,-16.5507,81.053,7.429,8.059,6.409,0.644,0.8049,3.75485,1,0.5856,750.8,3,2,21.72,26.33,2.5,1.0,48.3,17.2,0.0013518,2705.8050805169296,0,1.811,10.566,0,4.045,2.7191,1.0,1.95e-06,28,12
67,3.668,0.511,0.856,2.9119,0.43,2.5943,8.7188,0.33,0.000672,0.057164,0.2683,0.81,0.74,50.3087,19.617,8.221,16.257,4.634,0.86,0.7282,4.35147,1,0.7549,1467.4,2,2,23.6,26.26,5.1,5.37,35.7,10.9,0.0017484,8931.480395330069,1,2.757,17.586,1,7.911,2.8981,0.86,1.36e-06,99,19
68,4.563,0.28,0.594,2.8033,0.3,0.6955,6.0326,0.47,0.000259,0.087953,0.9548,0.67,0.61,47.4216,19.713,5.448,16.688,6.247,0.937,0.9376,5.45747,1,0.5269,519.5,1,0,21.45,21.61,3.91,2.67,48.9,12.1,0.0004355,3510.693684455714,1,8.275,14.314,0,1.671,0.9144,0.88,1.2e-06,89,24
69,3.898,0.494,0.553,2.8678,0.66,1.7932,11.7052,0.38,0.000621,0.136463,0.4725,0.34,0.23,-25.1588,45.731,3.573,7.803,4.622,0.901,0.8625,4.42072,1,0.7411,1255.5,0,0,21.95,23.32,1.61,0.25,31.4,16.7,0.000799,11019.701783507544,0,4.977,18.349,1,3.62,2.698,0.74,1.65e-06,100,15
